player_id,display_name,preseason_team,preseason_position,preseason_status,season,roster_week,is_rookie,population_source,model_forecast_points,model_rate_points,projected_games,projected_volume_games,depth_tier,forecast_component_count,forecast_expected_component_count,forecast_covered,model_points_end_to_end,carry_forward_points,source_games_played,availability_adjusted_points,attempts,carries,completions,interceptions,passing_tds,passing_yards,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards,targets,actual_games_played,actual_row_present,actual_played,actual_points,actual_zero_game_outcome,actual_zero_point_outcome,actual_rate_points,actual_position_finish,model_position_rank,carry_forward_position_rank,availability_adjusted_position_rank
00-0023459,Aaron Rodgers,NYJ,QB,ACT,2023,1,False,week1_roster_veteran,214.60582579832584,12.070324604042519,14.749027704344243,17.0,1.0,8.0,8.0,True,214.60582579832584,243.20000000000002,17.0,243.20000000000002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,True,0.0,False,True,0.0,83.0,19.0,12.0,23.0
00-0024243,Marcedes Lewis,CHI,TE,ACT,2023,1,False,week1_roster_veteran,22.778592968371477,1.5941139525565404,12.956438149624784,17.0,3.0,4.0,4.0,True,22.778592968371477,21.6,17.0,21.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,29.0,4.0,0.0,0.0,5.0,17.0,True,True,10.9,False,False,0.6411764705882353,80.0,92.0,65.0,73.0
00-0026293,Matt Slater,NE,WR,ACT,2023,1,False,week1_roster_veteran,7.630403627887555,0.4489932820981598,1.1470336221849657,17.0,5.0,4.0,4.0,True,7.630403627887555,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,True,True,0.0,254.0,206.0,245.0,245.0
00-0026300,Josh Johnson,BAL,QB,ACT,2023,1,False,week1_roster_veteran,39.59538823006221,2.196260129874589,2.5357825292596883,17.0,2.0,8.0,8.0,True,39.59538823006221,0.7000000000000001,2.0,5.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,True,True,0.0,83.0,50.0,65.0,65.0
00-0026498,Matthew Stafford,LA,QB,ACT,2023,1,False,week1_roster_veteran,234.9433622187905,12.670583241061026,12.082869540736603,17.0,1.0,8.0,8.0,True,234.9433622187905,114.38000000000001,9.0,216.0511111111111,521.0,21.0,326.0,11.0,24.0,3965.0,0.0,0.0,0.0,0.0,65.0,0.0,15.0,True,True,239.1,False,False,15.94,16.0,15.0,30.0,28.0
00-0026625,Brian Hoyer,LV,QB,ACT,2023,1,False,week1_roster_veteran,11.29093066404799,0.6094128237549056,2.4535257881097206,17.0,2.0,8.0,8.0,True,11.29093066404799,1.48,1.0,25.16,42.0,3.0,23.0,2.0,0.0,231.0,0.0,0.0,0.0,0.0,-3.0,0.0,3.0,True,True,4.94,False,False,1.6466666666666667,68.0,73.0,62.0,62.0
00-0027696,Jimmy Graham,NO,TE,ACT,2023,1,False,week1_roster_veteran,,0.0,,,,,,False,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,39.0,6.0,0.0,0.0,7.0,13.0,True,True,30.9,False,False,2.376923076923077,55.0,154.0,134.5,134.5
00-0027948,Blaine Gabbert,KC,QB,ACT,2023,1,False,week1_roster_veteran,14.436443179081394,0.7859830743049391,3.500443600051006,17.0,2.0,8.0,8.0,True,14.436443179081394,5.16,1.0,87.72,35.0,7.0,18.0,3.0,0.0,185.0,0.0,0.0,0.0,0.0,45.0,0.0,2.0,True,True,5.9,False,False,2.95,66.0,67.0,61.0,53.0
00-0027973,Andy Dalton,CAR,QB,ACT,2023,1,False,week1_roster_veteran,88.71738031951406,4.9059571516608065,10.329302531465562,17.0,2.0,8.0,8.0,True,88.71738031951406,174.24,14.0,211.57714285714286,58.0,3.0,34.0,0.0,2.0,361.0,0.0,0.0,0.0,0.0,12.0,0.0,3.0,True,True,23.639999999999997,False,False,7.879999999999999,53.0,40.0,22.0,29.0
00-0028002,Randall Cobb,NYJ,WR,ACT,2023,1,False,week1_roster_veteran,19.841878638851114,1.2100631080584,8.614034359436264,17.0,3.0,4.0,4.0,True,19.841878638851114,64.7,13.0,84.6076923076923,0.0,0.0,0.0,0.0,0.0,0.0,1.0,39.0,5.0,0.0,0.0,17.0,11.0,True,True,12.4,False,False,1.1272727272727272,163.0,151.0,91.0,90.0
00-0028063,Taiwan Jones,NYG,RB,ACT,2023,1,False,week1_roster_veteran,,0.0,,,,,,False,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,True,True,0.0,151.5,167.5,148.5,148.5
00-0028118,Tyrod Taylor,NYG,QB,ACT,2023,1,False,week1_roster_veteran,14.71520266863435,0.8076964811583741,3.769701504789281,17.0,2.0,8.0,8.0,True,14.71520266863435,11.32,3.0,64.14666666666668,180.0,38.0,116.0,3.0,5.0,1341.0,0.0,0.0,0.0,0.0,197.0,0.0,11.0,True,True,87.34,False,False,7.94,35.0,65.0,59.0,55.0
00-0028986,Case Keenum,HOU,QB,INA,2023,1,False,week1_roster_veteran,12.76668651425124,0.751411614343032,0.09533588571464913,17.0,3.0,8.0,8.0,True,12.76668651425124,0.32,2.0,2.72,53.0,2.0,34.0,3.0,1.0,291.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,True,True,9.74,False,False,4.87,62.0,70.0,66.0,66.0
00-0029000,Cole Beasley,NYG,WR,DEV,2023,1,False,week1_roster_veteran,7.384326035067763,0.49438816289494536,1.2300149651680887,17.0,5.0,4.0,4.0,True,7.384326035067763,6.5,4.0,27.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,True,True,0.0,254.0,215.0,152.5,142.0
00-0029239,Brandon Bolden,LV,RB,ACT,2023,1,False,week1_roster_veteran,26.238814639353393,1.630090450701076,6.327436266558607,17.0,3.0,7.0,7.0,True,26.238814639353393,22.8,10.0,38.760000000000005,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,31.0,0.0,3.0,True,True,9.1,False,False,3.033333333333333,106.0,103.0,81.0,91.0
00-0029263,Russell Wilson,DEN,QB,ACT,2023,1,False,week1_roster_veteran,201.09165388414772,11.751176217834896,14.048359036764127,17.0,1.0,8.0,8.0,True,201.09165388414772,229.26000000000002,15.0,259.82800000000003,447.0,80.0,297.0,8.0,26.0,3070.0,0.0,0.0,0.0,3.0,341.0,0.0,15.0,True,True,262.9,False,False,17.526666666666664,13.0,23.0,15.0,18.0
00-0029293,Marvin Jones,DET,WR,ACT,2023,1,False,week1_roster_veteran,82.7121028352384,5.1717343772424655,13.723661561693929,17.0,1.0,4.0,4.0,True,82.7121028352384,93.9,16.0,99.76875000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,5.0,0.0,0.0,10.0,6.0,True,True,6.0,False,False,1.0,180.0,59.0,57.0,80.0
00-0029604,Kirk Cousins,MIN,QB,ACT,2023,1,False,week1_roster_veteran,281.95694538387573,15.56620380251466,14.337239715236016,17.0,1.0,8.0,8.0,True,281.95694538387573,291.58,17.0,291.58,311.0,14.0,216.0,5.0,18.0,2331.0,0.0,0.0,0.0,0.0,25.0,0.0,8.0,True,True,157.74,False,False,19.7175,24.0,6.0,8.0,13.0
00-0029701,Ryan Tannehill,TEN,QB,ACT,2023,1,False,week1_roster_veteran,160.16543862291073,9.362330681737738,13.405765615665343,17.0,1.0,8.0,8.0,True,160.16543862291073,167.24,12.0,236.92333333333335,230.0,17.0,149.0,7.0,4.0,1616.0,0.0,0.0,0.0,1.0,74.0,1.0,9.0,True,True,80.04,False,False,8.893333333333334,37.0,27.0,25.0,27.0
00-0029892,Kyle Juszczyk,SF,RB,ACT,2023,1,False,week1_roster_veteran,,0.0,,,,,,False,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,True,True,0.0,151.5,167.5,148.5,148.5
00-0030035,Adam Thielen,CAR,WR,ACT,2023,1,False,week1_roster_veteran,78.16818928253781,4.922572362013313,16.247810472133928,17.0,1.0,4.0,4.0,True,78.16818928253781,143.0,17.0,143.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1014.0,103.0,0.0,6.0,137.0,17.0,True,True,177.5,False,False,10.441176470588236,25.0,67.0,36.0,48.0
00-0030061,Zach Ertz,ARI,TE,ACT,2023,1,False,week1_roster_veteran,124.04645334197093,7.439421484841834,13.040576685554935,17.0,1.0,4.0,4.0,True,124.04645334197093,88.1,10.0,149.76999999999998,0.0,0.0,0.0,0.0,0.0,0.0,1.0,187.0,27.0,0.0,0.0,43.0,7.0,True,True,38.2,False,False,5.457142857142857,45.0,8.0,18.0,6.0
00-0030068,Marquise Goodwin,CLE,WR,ACT,2023,1,False,week1_roster_veteran,30.904684263497153,2.1386823709803457,13.23365882384805,17.0,2.0,4.0,4.0,True,30.904684263497153,76.7,13.0,100.30000000000001,0.0,4.0,0.0,0.0,0.0,0.0,0.0,67.0,4.0,0.0,33.0,13.0,12.0,True,True,12.0,False,False,1.0,165.0,124.0,78.0,79.0
00-0030279,Keenan Allen,LAC,WR,ACT,2023,1,False,week1_roster_veteran,153.18714124659974,9.974066114106162,13.034936094043488,17.0,1.0,4.0,4.0,True,153.18714124659974,133.0,10.0,226.10000000000002,2.0,2.0,1.0,0.0,1.0,49.0,7.0,1243.0,108.0,0.0,6.0,150.0,13.0,True,True,226.86,False,False,17.450769230769232,8.0,24.0,40.0,12.0
00-0030431,Robert Woods,HOU,WR,ACT,2023,1,False,week1_roster_veteran,76.99228902875518,4.532404728799919,13.056088195701967,17.0,1.0,4.0,4.0,True,76.99228902875518,91.2,17.0,91.2,0.0,1.0,0.0,0.0,0.0,0.0,1.0,426.0,40.0,0.0,7.0,75.0,14.0,True,True,69.30000000000001,False,False,4.950000000000001,79.0,68.0,62.0,88.0
00-0030506,Travis Kelce,KC,TE,INA,2023,1,False,week1_roster_veteran,155.68244653927886,9.891064575057213,14.766141981403534,17.0,1.0,4.0,4.0,True,155.68244653927886,261.3,17.0,261.3,0.0,0.0,0.0,0.0,0.0,0.0,5.0,984.0,93.0,0.0,0.0,121.0,15.0,True,True,174.9,False,False,11.66,3.0,1.0,1.0,1.0
00-0030513,Latavius Murray,BUF,RB,ACT,2023,1,False,week1_roster_veteran,136.0637668357746,8.161090481266374,8.902565501436525,17.0,3.0,7.0,7.0,True,136.0637668357746,138.7,13.0,181.37692307692308,0.0,79.0,0.0,0.0,0.0,0.0,0.0,119.0,17.0,4.0,300.0,22.0,16.0,True,True,74.4,False,False,4.65,52.0,35.0,32.0,25.0
00-0030533,Matt Barkley,BUF,QB,RES,2023,1,False,week1_roster_veteran,,0.0,,,,,,False,0.0,0.0,,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,1.0,True,True,-0.30000000000000004,False,False,-0.30000000000000004,97.0,94.5,82.0,82.0
00-0030564,DeAndre Hopkins,TEN,WR,ACT,2023,1,False,week1_roster_veteran,143.99254447931204,8.739118002835687,13.035432228883492,17.0,1.0,4.0,4.0,True,143.99254447931204,121.7,9.0,229.87777777777777,1.0,2.0,0.0,0.0,0.0,0.0,7.0,1057.0,75.0,0.0,9.0,137.0,17.0,True,True,186.10000000000002,False,False,10.947058823529414,21.0,27.0,47.0,10.0
00-0030565,Geno Smith,SEA,QB,ACT,2023,1,False,week1_roster_veteran,269.1225323204069,14.209453456338647,13.009121181945064,17.0,1.0,8.0,8.0,True,269.1225323204069,311.88,17.0,311.88,499.0,37.0,323.0,9.0,20.0,3624.0,0.0,-2.0,1.0,1.0,155.0,1.0,15.0,True,True,228.76000000000002,False,False,15.250666666666667,19.0,10.0,5.0,7.0
00-0030578,Cordarrelle Patterson,ATL,RB,INA,2023,1,False,week1_roster_veteran,121.35765698644252,7.374919473376109,11.927161904580279,17.0,1.0,7.0,7.0,True,121.35765698644252,140.2,13.0,183.33846153846153,0.0,50.0,0.0,0.0,0.0,0.0,1.0,38.0,9.0,0.0,181.0,12.0,14.0,True,True,32.400000000000006,False,False,2.3142857142857145,75.0,41.0,30.0,24.0
00-0030663,Willie Snead,SF,WR,DEV,2023,1,False,week1_roster_veteran,6.235910676927978,0.3883939527134745,0.8813175326542956,17.0,5.0,4.0,4.0,True,6.235910676927978,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,2.0,0.0,0.0,3.0,4.0,True,True,2.4000000000000004,False,False,0.6000000000000001,190.0,228.0,245.0,245.0
00-0030968,Keith Smith,ATL,RB,ACT,2023,1,False,week1_roster_veteran,,0.0,,,,,,False,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,True,True,0.0,151.5,167.5,148.5,148.5
00-0031235,Odell Beckham,BAL,WR,ACT,2023,1,False,week1_roster_veteran,,0.0,,,,,,False,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,565.0,35.0,0.0,0.0,64.0,14.0,True,True,92.0,False,False,6.571428571428571,62.0,287.5,245.0,245.0
00-0031236,Brandin Cooks,DAL,WR,ACT,2023,1,False,week1_roster_veteran,96.06036569986145,5.824382662894252,13.646256143330453,17.0,1.0,4.0,4.0,True,96.06036569986145,117.10000000000001,13.0,153.13076923076923,0.0,5.0,0.0,0.0,0.0,0.0,8.0,657.0,54.0,0.0,35.0,81.0,16.0,True,True,144.2,False,False,9.0125,37.0,45.0,49.0,41.0
00-0031237,Teddy Bridgewater,DET,QB,ACT,2023,1,False,week1_roster_veteran,7.539535562400355,0.4340875939680169,3.25350264659071,17.0,2.0,8.0,8.0,True,7.539535562400355,38.02,5.0,129.26800000000003,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,1.0,True,True,-0.2,False,False,-0.2,96.0,78.0,45.0,48.0
00-0031260,Logan Thomas,WAS,TE,ACT,2023,1,False,week1_roster_veteran,63.01476941022111,3.762379495519126,13.462329193642471,17.0,1.0,4.0,4.0,True,63.01476941022111,57.800000000000004,14.0,70.1857142857143,0.0,1.0,0.0,0.0,0.0,0.0,4.0,496.0,55.0,0.0,2.0,78.0,16.0,True,True,101.30000000000001,False,False,6.331250000000001,15.0,30.0,34.0,34.0
00-0031280,Derek Carr,NO,QB,ACT,2023,1,False,week1_roster_veteran,209.40891353895432,11.614746985458902,15.610575486097215,17.0,1.0,8.0,8.0,True,209.40891353895432,219.07999999999998,15.0,248.29066666666665,548.0,32.0,375.0,8.0,25.0,3878.0,0.0,0.0,0.0,0.0,40.0,0.0,17.0,True,True,243.12,False,False,14.301176470588235,15.0,21.0,16.0,22.0
00-0031345,Jimmy Garoppolo,LV,QB,ACT,2023,1,False,week1_roster_veteran,234.6021496472921,12.722454689940601,13.65617953611634,17.0,1.0,8.0,8.0,True,234.6021496472921,168.78000000000003,11.0,260.8418181818182,169.0,20.0,110.0,9.0,7.0,1205.0,0.0,0.0,0.0,0.0,39.0,0.0,7.0,True,True,62.1,False,False,8.871428571428572,43.0,16.0,24.0,17.0
00-0031376,Jerick McKinnon,KC,RB,ACT,2023,1,False,week1_roster_veteran,87.79338134688396,5.397830153043522,12.266775997381815,17.0,2.0,7.0,7.0,True,87.79338134688396,168.3,17.0,168.3,1.0,21.0,1.0,0.0,1.0,4.0,4.0,192.0,25.0,1.0,60.0,32.0,12.0,True,True,71.86,False,False,5.988333333333333,53.0,54.0,20.0,29.0
00-0031381,Davante Adams,LV,WR,ACT,2023,1,False,week1_roster_veteran,183.02924773519476,11.906281432808683,15.38354258521721,17.0,1.0,4.0,4.0,True,183.02924773519476,285.5,17.0,285.5,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1144.0,103.0,0.0,0.0,175.0,17.0,True,True,213.9,False,False,12.58235294117647,11.0,9.0,2.0,4.0
00-0031408,Mike Evans,TB,WR,ACT,2023,1,False,week1_roster_veteran,201.5190363783669,10.998865820015336,14.001390030836419,17.0,1.0,4.0,4.0,True,201.5190363783669,186.9,15.0,211.82000000000002,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1255.0,79.0,0.0,0.0,136.0,17.0,True,True,243.0,False,False,14.294117647058824,5.0,2.0,16.0,14.0
00-0031428,Allen Robinson,PIT,WR,ACT,2023,1,False,week1_roster_veteran,65.22424811848029,3.9613953199471688,14.344418107589737,17.0,1.0,4.0,4.0,True,65.22424811848029,68.4,10.0,116.28000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280.0,34.0,0.0,0.0,49.0,17.0,True,True,45.0,False,False,2.6470588235294117,105.0,83.0,86.0,63.0
00-0031484,Chris Manhertz,DEN,TE,ACT,2023,1,False,week1_roster_veteran,8.53596439385792,0.5155375559371658,13.426533424524184,17.0,3.0,4.0,4.0,True,8.53596439385792,7.2,17.0,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,2.0,0.0,0.0,4.0,16.0,True,True,2.6,False,False,0.1625,102.5,115.0,86.5,90.0
00-0031503,Jameis Winston,NO,QB,ACT,2023,1,False,week1_roster_veteran,9.007570285009294,0.49352592876269435,4.804134394381107,17.0,2.0,8.0,8.0,True,9.007570285009294,41.92,3.0,237.54666666666668,47.0,5.0,25.0,3.0,2.0,264.0,0.0,0.0,0.0,0.0,-6.0,0.0,7.0,True,True,11.960000000000003,False,False,1.7085714285714289,60.0,74.0,42.0,26.0
00-0031544,Amari Cooper,CLE,WR,ACT,2023,1,False,week1_roster_veteran,174.5509532232793,12.316420446398105,15.577605692783735,17.0,1.0,4.0,4.0,True,174.5509532232793,207.0,17.0,207.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1250.0,72.0,0.0,0.0,128.0,15.0,True,True,191.0,False,False,12.733333333333333,17.0,13.0,10.0,17.0
00-0031547,DeVante Parker,NE,WR,INA,2023,1,False,week1_roster_veteran,84.18264702487684,4.984563550949758,14.443221497507075,17.0,1.0,4.0,4.0,True,84.18264702487684,87.4,13.0,114.29230769230769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,394.0,33.0,0.0,0.0,55.0,13.0,True,True,55.900000000000006,False,False,4.300000000000001,91.0,57.0,66.0,65.0
00-0031549,Nelson Agholor,BAL,WR,ACT,2023,1,False,week1_roster_veteran,26.09644084727739,1.6202710174408732,11.465658016797699,17.0,2.0,4.0,4.0,True,26.09644084727739,63.7,16.0,67.68125,0.0,0.0,0.0,0.0,0.0,0.0,4.0,381.0,35.0,0.0,0.0,45.0,17.0,True,True,79.6,False,False,4.68235294117647,71.0,134.0,92.0,104.0
00-0031585,MyCole Pruitt,ATL,TE,ACT,2023,1,False,week1_roster_veteran,42.74765336731459,2.9284206801642005,12.75980401761798,17.0,2.0,4.0,4.0,True,42.74765336731459,47.0,13.0,61.46153846153846,0.0,0.0,0.0,0.0,0.0,0.0,1.0,110.0,9.0,0.0,0.0,12.0,17.0,True,True,21.5,False,False,1.2647058823529411,66.0,49.0,38.5,37.0
00-0031588,Stefon Diggs,BUF,WR,ACT,2023,1,False,week1_roster_veteran,193.633996916637,12.652204507976652,13.8555969690682,17.0,1.0,4.0,4.0,True,193.633996916637,262.6,16.0,279.01250000000005,0.0,1.0,0.0,0.0,0.0,0.0,8.0,1183.0,107.0,0.0,5.0,160.0,17.0,True,True,220.3,False,False,12.958823529411765,9.0,5.0,4.0,6.0
00-0031595,Michael Burton,DEN,RB,ACT,2023,1,False,week1_roster_veteran,,0.0,,,,,,False,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,True,True,0.0,151.5,167.5,148.5,148.5
00-0031610,Darren Waller,NYG,TE,ACT,2023,1,False,week1_roster_veteran,71.89480144173572,4.795727720749354,12.373898011719879,17.0,1.0,4.0,4.0,True,71.89480144173572,70.80000000000001,9.0,133.73333333333335,0.0,0.0,0.0,0.0,0.0,0.0,1.0,552.0,52.0,0.0,0.0,74.0,12.0,True,True,87.2,False,False,7.266666666666667,20.0,21.0,27.0,9.0
00-0031687,Raheem Mostert,MIA,RB,ACT,2023,1,False,week1_roster_veteran,152.981501582891,8.986841283210092,11.504005646446988,17.0,1.0,7.0,7.0,True,152.981501582891,154.8,16.0,164.47500000000002,0.0,209.0,0.0,0.0,0.0,0.0,3.0,175.0,25.0,18.0,1012.0,32.0,15.0,True,True,257.2,False,False,17.146666666666665,2.0,29.0,25.0,31.0
00-0031763,DeAndre Carter,LV,WR,ACT,2023,1,False,week1_roster_veteran,47.94209443519058,3.134360236865658,14.619147816784507,17.0,2.0,4.0,4.0,True,47.94209443519058,93.30000000000001,17.0,93.30000000000001,0.0,3.0,0.0,0.0,0.0,0.0,0.0,39.0,4.0,0.0,18.0,7.0,16.0,True,True,7.7,False,False,0.48125,175.0,99.0,58.0,86.0
00-0031800,Taylor Heinicke,ATL,QB,ACT,2023,1,False,week1_roster_veteran,91.1040365359037,4.6745149304994404,7.939813691275882,17.0,2.0,8.0,8.0,True,91.1040365359037,125.96000000000001,9.0,237.92444444444448,136.0,15.0,74.0,4.0,5.0,890.0,0.0,0.0,0.0,1.0,124.0,0.0,5.0,True,True,66.0,False,False,13.2,42.0,39.0,28.0,25.0
00-0031941,Jamison Crowder,WAS,WR,ACT,2023,1,False,week1_roster_veteran,20.952446188316966,1.2547942689198297,10.290246348214717,17.0,2.0,4.0,4.0,True,20.952446188316966,9.0,4.0,38.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,159.0,16.0,0.0,0.0,20.0,12.0,True,True,29.9,False,False,2.4916666666666667,127.0,146.0,144.0,126.0
00-0032062,Blake Bell,KC,TE,ACT,2023,1,False,week1_roster_veteran,37.389090232261154,2.3804138302879045,11.10555844516487,17.0,3.0,4.0,4.0,True,37.389090232261154,9.0,3.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,26.0,5.0,0.0,0.0,9.0,17.0,True,True,11.1,False,False,0.6529411764705882,79.0,59.0,83.0,46.0
00-0032104,Ameer Abdullah,LV,RB,ACT,2023,1,False,week1_roster_veteran,49.79865120291816,3.0965706373874733,10.538017999212816,17.0,3.0,7.0,7.0,True,49.79865120291816,41.6,15.0,47.14666666666667,0.0,15.0,0.0,0.0,0.0,0.0,0.0,131.0,19.0,0.0,89.0,24.0,17.0,True,True,31.5,False,False,1.8529411764705883,76.0,81.0,64.0,82.0
00-0032128,Chris Conley,SF,WR,DEV,2023,1,False,week1_roster_veteran,4.304746511108987,0.26660423254900806,2.4963766355904413,17.0,5.0,4.0,4.0,True,4.304746511108987,6.6000000000000005,9.0,12.466666666666669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,3.0,0.0,0.0,6.0,8.0,True,True,8.4,False,False,1.05,171.0,247.0,151.0,160.5
00-0032134,C.J. Uzomah,NYJ,TE,ACT,2023,1,False,week1_roster_veteran,30.38161249490028,1.8877580392094384,13.629727915646015,17.0,1.0,4.0,4.0,True,30.38161249490028,45.7,15.0,51.79333333333334,0.0,0.0,0.0,0.0,0.0,0.0,1.0,58.0,8.0,0.0,0.0,12.0,12.0,True,True,15.8,False,False,1.3166666666666667,75.0,67.0,42.5,45.0
00-0032141,Geoff Swaim,ARI,TE,ACT,2023,1,False,week1_roster_veteran,25.679442375198022,1.5398794151267055,12.378140692079544,17.0,3.0,4.0,4.0,True,25.679442375198022,17.8,17.0,17.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,10.0,0.0,0.0,11.0,14.0,True,True,14.4,False,False,1.0285714285714287,76.0,83.0,72.5,77.5
00-0032144,Melvin Gordon,BAL,RB,DEV,2023,1,False,week1_roster_veteran,87.6500663139371,5.205868997857257,2.5895245972771272,17.0,5.0,7.0,7.0,True,87.6500663139371,78.6,10.0,133.62,0.0,26.0,0.0,0.0,0.0,0.0,0.0,46.0,3.0,1.0,81.0,3.0,4.0,True,True,20.2,False,False,5.05,85.0,55.0,48.0,43.0
00-0032200,Ty Montgomery,NE,WR,ACT,2023,1,False,week1_roster_veteran,48.27500201783458,2.852555973046523,0.7815880371051385,17.0,5.0,4.0,4.0,True,48.27500201783458,8.8,1.0,149.60000000000002,0.0,3.0,0.0,0.0,0.0,0.0,0.0,40.0,5.0,0.0,9.0,12.0,10.0,True,True,7.4,False,False,0.74,176.5,98.0,145.0,42.0
00-0032208,Phillip Dorsett,DEN,WR,ACT,2023,1,False,week1_roster_veteran,17.104063550686455,1.0144079461653095,3.4227301208665355,17.0,5.0,4.0,4.0,True,17.104063550686455,41.7,15.0,47.260000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,True,True,0.0,False,True,0.0,254.0,161.0,109.0,117.0
00-0032211,Tyler Lockett,SEA,WR,ACT,2023,1,False,week1_roster_veteran,182.9418755088114,12.050813439402297,15.484014598217762,17.0,1.0,4.0,4.0,True,182.9418755088114,199.3,16.0,211.75625000000002,0.0,0.0,0.0,0.0,0.0,0.0,5.0,894.0,79.0,0.0,0.0,122.0,17.0,True,True,158.9,False,False,9.347058823529412,35.0,10.0,13.0,15.0
00-0032214,Tyler Kroft,MIA,TE,ACT,2023,1,False,week1_roster_veteran,7.740349443536078,0.4357519753155209,4.2070728052750015,17.0,5.0,4.0,4.0,True,7.740349443536078,7.7,11.0,11.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,True,True,0.0,False,True,0.0,140.5,117.0,85.0,87.0
00-0032268,Marcus Mariota,PHI,QB,ACT,2023,1,False,week1_roster_veteran,112.06769676254109,6.457285195264318,8.634736114428593,17.0,2.0,8.0,8.0,True,112.06769676254109,198.56,13.0,259.6553846153846,23.0,8.0,15.0,1.0,1.0,164.0,0.0,0.0,0.0,0.0,52.0,0.0,3.0,True,True,13.760000000000002,False,False,4.586666666666667,59.0,34.0,18.0,19.0
00-0032385,Sterling Shepard,NYG,WR,ACT,2023,1,False,week1_roster_veteran,82.51630128010592,5.498750250536626,12.662778277818116,17.0,2.0,4.0,4.0,True,82.51630128010592,27.9,3.0,158.1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,57.0,10.0,0.0,6.0,22.0,15.0,True,True,17.3,False,False,1.1533333333333333,155.0,60.0,124.0,39.0
00-0032392,Austin Hooper,LV,TE,ACT,2023,1,False,week1_roster_veteran,61.66386614616398,4.0086538307946595,15.788232685234503,17.0,1.0,4.0,4.0,True,61.66386614616398,76.9,17.0,76.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234.0,25.0,0.0,0.0,31.0,17.0,True,True,35.900000000000006,False,False,2.1117647058823534,47.0,32.0,24.0,32.0
00-0032394,Nick Vannett,LAC,TE,DEV,2023,1,False,week1_roster_veteran,1.6504745977228148,0.10653375949047417,1.4519555216142481,17.0,5.0,4.0,4.0,True,1.6504745977228148,8.5,9.0,16.055555555555554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,8.0,True,True,0.8,False,False,0.1,110.0,137.0,84.0,82.0
00-0032398,Chris Moore,TEN,WR,ACT,2023,1,False,week1_roster_veteran,32.27460768843765,1.9526927367630642,10.954889015716175,17.0,2.0,4.0,4.0,True,32.27460768843765,91.1,16.0,96.79374999999999,0.0,2.0,0.0,0.0,0.0,0.0,0.0,424.0,22.0,0.0,39.0,35.0,17.0,True,True,57.300000000000004,False,False,3.370588235294118,90.0,121.0,63.0,83.0
