player_id,display_name,preseason_team,preseason_position,preseason_status,season,roster_week,is_rookie,population_source,model_forecast_points,model_rate_points,projected_games,projected_volume_games,depth_tier,forecast_component_count,forecast_expected_component_count,forecast_covered,model_points_end_to_end,carry_forward_points,source_games_played,availability_adjusted_points,attempts,carries,completions,interceptions,passing_tds,passing_yards,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards,targets,actual_games_played,actual_row_present,actual_played,actual_points,actual_zero_game_outcome,actual_zero_point_outcome,actual_rate_points,actual_position_finish,model_position_rank,carry_forward_position_rank,availability_adjusted_position_rank
00-0034054,River Cracraft,MIA,WR,ACT,2023,1,False,week1_roster_veteran,25.79945384529582,1.5180687456239337,12.249261292891811,17.0,2.0,4.0,4.0,True,25.79945384529582,26.700000000000003,11.0,41.26363636363637,0.0,0.0,0.0,0.0,0.0,0.0,1.0,121.0,9.0,0.0,0.0,12.0,10.0,True,True,22.6,False,False,2.2600000000000002,140.0,136.0,126.0,123.0
00-0034073,Ross Dwelley,SF,TE,ACT,2023,1,False,week1_roster_veteran,18.58720012082615,1.1772222881319148,12.547169487137138,17.0,3.0,4.0,4.0,True,18.58720012082615,18.0,10.0,30.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,2.0,12.0,True,True,1.7000000000000002,False,False,0.1416666666666667,104.5,96.0,70.0,61.5
00-0034104,Cam Sims,NYG,WR,DEV,2023,1,False,week1_roster_veteran,12.618942409728513,0.835810565322256,4.014141515786711,17.0,5.0,4.0,4.0,True,12.618942409728513,12.9,17.0,12.899999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,True,True,0.0,254.0,176.0,138.0,159.0
00-0034115,Jeffery Wilson,MIA,RB,RES,2023,1,False,week1_roster_veteran,114.31025846117886,6.712948453292977,3.57114443647777,17.0,5.0,7.0,7.0,True,114.31025846117886,151.5,16.0,160.96875,0.0,41.0,0.0,0.0,0.0,0.0,0.0,85.0,14.0,0.0,188.0,17.0,10.0,True,True,34.3,False,False,3.4299999999999997,73.0,44.0,27.0,33.0
00-0034159,Will Dissly,SEA,TE,ACT,2023,1,False,week1_roster_veteran,41.494574813254864,2.7198542852898964,14.526257633546589,17.0,1.0,4.0,4.0,True,41.494574813254864,69.9,15.0,79.22,0.0,0.0,0.0,0.0,0.0,0.0,1.0,172.0,17.0,0.0,0.0,22.0,16.0,True,True,31.7,False,False,1.98125,52.5,51.0,29.0,29.0
00-0034171,Jason Cabinda,DET,RB,ACT,2023,1,False,week1_roster_veteran,,0.0,,,,,,False,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,True,True,0.0,151.5,167.5,148.5,148.5
00-0034177,Tim Boyle,NYJ,QB,DEV,2023,1,False,week1_roster_veteran,16.403371920811736,0.9585746889651181,1.5724464494991284,17.0,5.0,8.0,8.0,True,16.403371920811736,-2.88,1.0,-48.96,77.0,4.0,48.0,4.0,1.0,360.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,True,True,10.899999999999999,False,False,3.633333333333333,61.0,64.0,100.0,100.0
00-0034184,Gus Edwards,BAL,RB,ACT,2023,1,False,week1_roster_veteran,125.6102112994408,7.464520861529323,10.630762377243352,17.0,1.0,7.0,7.0,True,125.6102112994408,61.300000000000004,9.0,115.7888888888889,0.0,198.0,0.0,0.0,0.0,0.0,0.0,180.0,12.0,13.0,810.0,13.0,17.0,True,True,183.0,False,False,10.764705882352942,20.5,39.0,54.0,51.0
00-0034193,Kevin Rader,TEN,TE,DEV,2023,1,False,week1_roster_veteran,16.377307552572,0.9908702458211858,2.5967849091315127,17.0,5.0,4.0,4.0,True,16.377307552572,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,3.0,14.0,True,True,1.1,False,False,0.07857142857142858,107.5,101.0,134.5,134.5
00-0034208,Mike Boone,HOU,RB,ACT,2023,1,False,week1_roster_veteran,25.582474073657004,1.505276461710285,12.035013676293271,17.0,3.0,7.0,7.0,True,25.582474073657004,24.300000000000004,9.0,45.90000000000001,0.0,5.0,0.0,0.0,0.0,0.0,0.0,40.0,7.0,0.0,23.0,9.0,9.0,True,True,9.8,False,False,1.088888888888889,103.0,105.0,79.0,83.0
00-0034270,Tyler Conklin,NYJ,TE,ACT,2023,1,False,week1_roster_veteran,115.77084102041991,7.123717324409882,16.090544679536027,17.0,1.0,4.0,4.0,True,115.77084102041991,102.5,17.0,102.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,621.0,61.0,0.0,0.0,87.0,17.0,True,True,92.6,False,False,5.447058823529411,19.0,11.0,15.0,21.0
00-0034272,Marquez Valdes-Scantling,KC,WR,ACT,2023,1,False,week1_roster_veteran,90.57648374312998,5.755977029644718,14.296081094250379,17.0,1.0,4.0,4.0,True,90.57648374312998,101.4,17.0,101.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,315.0,21.0,0.0,0.0,42.0,16.0,True,True,48.0,False,False,3.0,101.0,51.0,53.0,77.0
00-0034279,Equanimeous St. Brown,CHI,WR,INA,2023,1,False,week1_roster_veteran,23.56985874561547,1.6328510714108078,14.826353988712375,17.0,2.0,4.0,4.0,True,23.56985874561547,54.2,16.0,57.587500000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,5.0,0.0,0.0,6.0,7.0,True,True,8.7,False,False,1.2428571428571427,170.0,139.0,99.5,107.0
00-0034286,Richie James,KC,WR,ACT,2023,1,False,week1_roster_veteran,57.15294513785234,3.622250615744893,10.77626797698081,17.0,2.0,4.0,4.0,True,57.15294513785234,110.0,15.0,124.66666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,10.0,0.0,0.0,14.0,9.0,True,True,16.4,False,False,1.822222222222222,158.0,90.0,51.0,60.0
00-0034297,Byron Pringle,WAS,WR,ACT,2023,1,False,week1_roster_veteran,35.77568286149545,2.1391338337141015,12.407019764146096,17.0,2.0,4.0,4.0,True,35.77568286149545,30.5,11.0,47.13636363636364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.0,14.0,0.0,0.0,22.0,16.0,True,True,23.1,False,False,1.44375,139.0,115.0,119.0,118.0
00-0034317,Keith Kirkwood,NO,WR,ACT,2023,1,False,week1_roster_veteran,3.8109253701871313,0.23779394258207204,5.807495421900714,17.0,3.0,4.0,4.0,True,3.8109253701871313,2.8,5.0,9.52,0.0,0.0,0.0,0.0,0.0,0.0,1.0,37.0,5.0,0.0,0.0,9.0,13.0,True,True,12.2,False,False,0.9384615384615385,164.0,251.0,167.0,168.0
00-0034348,Courtland Sutton,DEN,WR,ACT,2023,1,False,week1_roster_veteran,91.34531305693336,5.4792247664775395,14.283070363640727,17.0,1.0,4.0,4.0,True,91.34531305693336,127.4,15.0,144.38666666666668,0.0,0.0,0.0,0.0,0.0,0.0,10.0,772.0,59.0,0.0,0.0,90.0,16.0,True,True,166.7,False,False,10.41875,30.0,50.0,43.0,46.0
00-0034351,Dallas Goedert,PHI,TE,ACT,2023,1,False,week1_roster_veteran,117.4750972477336,7.927557554345217,13.763093151685773,17.0,1.0,4.0,4.0,True,117.4750972477336,115.7,12.0,163.90833333333336,0.0,1.0,0.0,0.0,0.0,0.0,3.0,592.0,59.0,0.0,1.0,83.0,14.0,True,True,106.80000000000001,False,False,7.628571428571429,14.0,10.0,10.0,5.0
00-0034364,Jordan Akins,CLE,TE,ACT,2023,1,False,week1_roster_veteran,67.98382810447639,4.765168999307884,12.875280306250817,17.0,2.0,4.0,4.0,True,67.98382810447639,98.0,15.0,111.06666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,15.0,0.0,0.0,23.0,17.0,True,True,20.700000000000003,False,False,1.2176470588235295,67.0,24.0,16.0,18.0
00-0034365,Ian Thomas,CAR,TE,ACT,2023,1,False,week1_roster_veteran,32.60058071533818,2.0682851159337643,15.124962339329256,17.0,1.0,4.0,4.0,True,32.60058071533818,30.200000000000003,17.0,30.200000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,5.0,0.0,0.0,9.0,12.0,True,True,8.100000000000001,False,False,0.6750000000000002,88.0,64.0,53.0,63.0
00-0034367,Nyheim Hines,BUF,RB,RES,2023,1,False,week1_roster_veteran,49.74371733995942,3.1000825104608873,6.007687626534734,17.0,5.0,7.0,7.0,True,49.74371733995942,54.400000000000006,16.0,57.800000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,True,True,0.0,151.5,82.0,58.0,72.0
00-0034383,Dalton Schultz,HOU,TE,ACT,2023,1,False,week1_roster_veteran,130.44074998894507,7.754107389290343,5.123539077372138,17.0,5.0,4.0,4.0,True,130.44074998894507,116.2,15.0,131.69333333333333,0.0,0.0,0.0,0.0,0.0,0.0,5.0,635.0,59.0,0.0,0.0,88.0,15.0,True,True,123.0,False,False,8.2,10.0,6.0,8.0,10.0
00-0034386,Justin Watson,KC,WR,ACT,2023,1,False,week1_roster_veteran,64.72503783687362,4.10986131615205,11.428247652242112,17.0,2.0,4.0,4.0,True,64.72503783687362,51.0,17.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,460.0,27.0,0.0,0.0,53.0,16.0,True,True,77.5,False,False,4.84375,74.0,85.0,103.0,113.0
00-0034393,Troy Fumagalli,SF,TE,DEV,2023,1,False,week1_roster_veteran,,0.0,,,,,,False,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,True,True,0.0,140.5,154.0,134.5,134.5
00-0034395,Daurice Fountain,DET,WR,DEV,2023,1,False,week1_roster_veteran,,0.0,,,,,,False,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,True,True,0.0,254.0,287.5,245.0,245.0
00-0034401,Mike White,MIA,QB,ACT,2023,1,False,week1_roster_veteran,33.95739957494707,2.0156820268578763,3.8348033582845376,17.0,2.0,8.0,8.0,True,33.95739957494707,58.58,4.0,248.965,6.0,8.0,5.0,1.0,1.0,74.0,0.0,0.0,0.0,0.0,-9.0,0.0,6.0,True,True,4.06,False,False,0.6766666666666666,69.0,57.0,36.0,21.0
00-0034407,Ray-Ray McCloud,SF,WR,ACT,2023,1,False,week1_roster_veteran,52.68203493874441,3.31217362180889,14.779041620668941,17.0,2.0,4.0,4.0,True,52.68203493874441,51.1,17.0,51.1,0.0,3.0,0.0,0.0,0.0,0.0,0.0,135.0,12.0,0.0,30.0,15.0,11.0,True,True,22.5,False,False,2.0454545454545454,141.5,95.0,102.0,112.0
00-0034411,Russell Gage,TB,WR,RES,2023,1,False,week1_roster_veteran,63.44587495716267,3.4453779187178832,1.4807359479007614,17.0,5.0,4.0,4.0,True,63.44587495716267,98.1,13.0,128.2846153846154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,True,True,0.0,254.0,87.0,55.0,57.0
00-0034414,Boston Scott,PHI,RB,ACT,2023,1,False,week1_roster_veteran,32.39679647572357,2.034384003553446,6.868160131468818,17.0,3.0,7.0,7.0,True,32.39679647572357,43.7,15.0,49.52666666666667,0.0,20.0,0.0,0.0,0.0,0.0,0.0,52.0,4.0,0.0,86.0,6.0,11.0,True,True,15.8,False,False,1.4363636363636365,91.0,93.0,62.0,80.0
00-0034418,Cedrick Wilson,MIA,WR,INA,2023,1,False,week1_roster_veteran,16.70511959980187,0.983164623659394,13.598302321149704,17.0,2.0,4.0,4.0,True,16.70511959980187,20.400000000000002,15.0,23.12,0.0,0.0,0.0,0.0,0.0,0.0,3.0,296.0,22.0,0.0,0.0,38.0,15.0,True,True,58.6,False,False,3.9066666666666667,88.0,163.0,131.0,145.0
00-0034419,Braxton Berrios,MIA,WR,ACT,2023,1,False,week1_roster_veteran,20.02297620037443,1.1850855362466395,10.281399394774066,17.0,3.0,4.0,4.0,True,20.02297620037443,48.68,16.0,51.7225,0.0,1.0,0.0,0.0,0.0,0.0,1.0,238.0,27.0,0.0,11.0,33.0,16.0,True,True,44.400000000000006,False,False,2.7750000000000004,106.0,150.0,104.0,110.0
00-0034433,Nick Bawden,NYJ,RB,ACT,2023,1,False,week1_roster_veteran,,0.0,,,,,,False,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,True,True,0.0,151.5,167.5,148.5,148.5
00-0034438,Logan Woodside,ATL,QB,INA,2023,1,False,week1_roster_veteran,14.49031040446576,0.7655998314715966,1.1524274280517695,17.0,3.0,8.0,8.0,True,14.49031040446576,0.0,1.0,0.0,4.0,1.0,3.0,1.0,0.0,27.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,True,True,-0.31999999999999984,False,False,-0.31999999999999984,98.0,66.0,82.0,82.0
00-0034487,Trent Sherfield,BUF,WR,ACT,2023,1,False,week1_roster_veteran,47.85617463552661,3.129380623279897,12.572157585923664,17.0,2.0,4.0,4.0,True,47.85617463552661,68.7,17.0,68.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,86.0,11.0,0.0,0.0,22.0,17.0,True,True,20.1,False,False,1.1823529411764706,148.0,100.0,85.0,103.0
00-0034521,Allen Lazard,NYJ,WR,ACT,2023,1,False,week1_roster_veteran,96.32009310159718,5.918482895194443,14.037166420432506,17.0,1.0,4.0,4.0,True,96.32009310159718,144.8,15.0,164.10666666666668,0.0,0.0,0.0,0.0,0.0,0.0,1.0,311.0,23.0,0.0,0.0,49.0,14.0,True,True,48.6,False,False,3.4714285714285715,100.0,44.0,33.0,37.0
00-0034575,David Wells,TB,TE,ACT,2023,1,False,week1_roster_veteran,,0.0,,,,,,False,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,2.0,0.0,0.0,2.0,5.0,True,True,0.0,False,True,0.0,140.5,154.0,134.5,134.5
00-0034577,Kyle Allen,BUF,QB,ACT,2023,1,False,week1_roster_veteran,35.06401183525857,1.9967364817950837,5.173546631446442,17.0,2.0,8.0,8.0,True,35.06401183525857,17.94,2.0,152.49,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.0,0.0,7.0,True,True,-1.3,False,False,-0.18571428571428572,100.0,56.0,53.0,43.0
00-0034593,Chris Lacy,LV,WR,RES,2023,1,False,week1_roster_veteran,,0.0,,,,,,False,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,True,True,0.0,254.0,287.5,245.0,245.0
00-0034613,Tanner Hudson,CIN,TE,DEV,2023,1,False,week1_roster_veteran,18.306571201182805,1.202533375343199,4.14215539339183,17.0,5.0,4.0,4.0,True,18.306571201182805,18.200000000000003,11.0,28.127272727272732,0.0,0.0,0.0,0.0,0.0,0.0,1.0,352.0,39.0,0.0,0.0,50.0,12.0,True,True,60.7,False,False,5.058333333333334,28.0,97.0,69.0,68.0
00-0034614,Godwin Igwebuike,ATL,RB,ACT,2023,1,False,week1_roster_veteran,8.499868935119121,0.518060605920942,1.3886421615348619,17.0,5.0,7.0,7.0,True,8.499868935119121,1.2000000000000002,2.0,10.200000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,True,True,0.0,False,True,0.0,151.5,150.0,115.5,111.5
00-0034646,Brandon Powell,MIN,WR,ACT,2023,1,False,week1_roster_veteran,40.25164698879228,2.5248158623834507,9.420021612554173,17.0,3.0,4.0,4.0,True,40.25164698879228,35.6,17.0,35.6,0.0,5.0,0.0,0.0,0.0,0.0,1.0,324.0,29.0,0.0,17.0,44.0,15.0,True,True,54.6,False,False,3.64,92.5,110.0,113.0,129.0
00-0034667,Devin Ross,LV,WR,DEV,2023,1,False,week1_roster_veteran,,0.0,,,,,,False,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,True,True,0.0,254.0,287.5,245.0,245.0
00-0034681,Chase Edmonds,TB,RB,ACT,2023,1,False,week1_roster_veteran,50.306853542115135,2.8616958094324065,9.944111672356499,17.0,3.0,7.0,7.0,True,50.306853542115135,66.2,13.0,86.56923076923078,0.0,49.0,0.0,0.0,0.0,0.0,0.0,81.0,14.0,0.0,176.0,17.0,13.0,True,True,32.7,False,False,2.5153846153846158,74.0,80.0,53.0,58.0
00-0034732,Alex McGough,GB,QB,DEV,2023,1,False,week1_roster_veteran,,0.0,,,,,,False,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,True,True,0.0,83.0,94.5,82.0,82.0
00-0034747,Marcell Ateman,BUF,WR,DEV,2023,1,False,week1_roster_veteran,,0.0,,,,,,False,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,True,True,0.0,254.0,287.5,245.0,245.0
00-0034750,Rashaad Penny,PHI,RB,INA,2023,1,False,week1_roster_veteran,155.41752877851877,9.37586867042856,9.59588909917914,17.0,2.0,7.0,7.0,True,155.41752877851877,50.2,5.0,170.68,0.0,11.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,33.0,1.0,3.0,True,True,4.300000000000001,False,False,1.4333333333333336,110.0,26.0,60.0,28.0
00-0034753,Mark Andrews,BAL,TE,INA,2023,1,False,week1_roster_veteran,142.686800875485,8.868873939359522,13.272954425096456,17.0,3.0,4.0,4.0,True,142.686800875485,152.0,15.0,172.26666666666665,0.0,1.0,0.0,0.0,0.0,0.0,6.0,544.0,45.0,0.0,0.0,61.0,10.0,True,True,112.9,False,False,11.290000000000001,12.0,2.0,4.0,3.0
00-0034764,Michael Gallup,DAL,WR,ACT,2023,1,False,week1_roster_veteran,74.07518623635195,4.493472410641248,14.039527729283623,17.0,1.0,4.0,4.0,True,74.07518623635195,85.9,14.0,104.30714285714286,0.0,0.0,0.0,0.0,0.0,0.0,2.0,418.0,34.0,0.0,0.0,57.0,17.0,True,True,70.80000000000001,False,False,4.1647058823529415,77.0,72.0,68.0,74.0
00-0034765,Tre'Quan Smith,NO,WR,RES,2023,1,False,week1_roster_veteran,11.799760049786672,0.7245216533274677,4.237447794218303,17.0,5.0,4.0,4.0,True,11.799760049786672,43.3,15.0,49.07333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,True,0.0,False,True,0.0,254.0,182.0,107.0,116.0
00-0034771,Mason Rudolph,PIT,QB,INA,2023,1,False,week1_roster_veteran,,0.0,,,,,,False,0.0,0.0,,0.0,74.0,10.0,55.0,0.0,3.0,719.0,0.0,0.0,0.0,0.0,8.0,0.0,4.0,True,True,41.56,False,False,10.39,47.0,94.5,82.0,82.0
00-0034775,Christian Kirk,JAX,WR,ACT,2023,1,False,week1_roster_veteran,188.8827365091429,11.136209229847124,16.26813179763646,17.0,1.0,4.0,4.0,True,188.8827365091429,201.9,17.0,201.9,2.0,1.0,1.0,0.0,0.0,-1.0,3.0,787.0,57.0,0.0,6.0,85.0,12.0,True,True,125.76,False,False,10.48,46.0,6.0,12.0,18.0
00-0034777,D.J. Chark,CAR,WR,INA,2023,1,False,week1_roster_veteran,78.89982323386982,4.936707209737575,15.381231791182994,17.0,1.0,4.0,4.0,True,78.89982323386982,83.2,11.0,128.5818181818182,0.0,0.0,0.0,0.0,0.0,0.0,5.0,525.0,35.0,0.0,0.0,66.0,15.0,True,True,100.0,False,False,6.666666666666667,58.0,65.0,71.0,56.0
00-0034791,Nick Chubb,CLE,RB,ACT,2023,1,False,week1_roster_veteran,215.34911060951396,12.916658461581397,14.31437558343812,17.0,1.0,7.0,7.0,True,215.34911060951396,267.9,17.0,267.9,0.0,28.0,0.0,0.0,0.0,0.0,0.0,21.0,4.0,0.0,170.0,4.0,2.0,True,True,21.1,False,False,10.55,84.0,8.0,5.0,6.0
00-0034796,Lamar Jackson,BAL,QB,ACT,2023,1,False,week1_roster_veteran,266.8753012601239,15.017661820311192,13.808140678096878,17.0,1.0,8.0,8.0,True,266.8753012601239,238.08,12.0,337.28,457.0,148.0,307.0,7.0,24.0,3678.0,0.0,0.0,0.0,5.0,821.0,0.0,16.0,True,True,341.22,False,False,21.32625,4.0,12.0,13.0,6.0
00-0034798,Durham Smythe,MIA,TE,ACT,2023,1,False,week1_roster_veteran,54.31951281042463,3.147827334014102,14.688218613008177,17.0,1.0,4.0,4.0,True,54.31951281042463,32.5,16.0,34.53125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,35.0,0.0,0.0,43.0,16.0,True,True,54.1,False,False,3.38125,35.0,37.0,52.0,58.0
00-0034816,Ronald Jones,DAL,RB,RES,2023,1,False,week1_roster_veteran,20.192825969789684,1.2018516754785076,1.208214376117531,17.0,5.0,7.0,7.0,True,20.192825969789684,15.7,6.0,44.483333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,True,True,0.0,151.5,114.0,88.0,85.0
00-0034827,D.J. Moore,CHI,WR,ACT,2023,1,False,week1_roster_veteran,104.70715859144757,7.257150932544533,14.649250496488882,17.0,1.0,4.0,4.0,True,104.70715859144757,167.60000000000002,17.0,167.60000000000002,0.0,4.0,0.0,0.0,0.0,0.0,8.0,1364.0,96.0,1.0,21.0,136.0,17.0,True,True,240.5,False,False,14.147058823529411,7.0,38.0,23.0,35.0
00-0034829,Mike Gesicki,NE,TE,ACT,2023,1,False,week1_roster_veteran,70.98080867462517,4.210550116299043,14.922956117352774,17.0,2.0,4.0,4.0,True,70.98080867462517,82.2,17.0,82.20000000000002,0.0,0.0,0.0,0.0,0.0,0.0,2.0,244.0,29.0,0.0,0.0,45.0,17.0,True,True,50.900000000000006,False,False,2.994117647058824,36.0,22.0,21.0,27.0
00-0034830,Hayden Hurst,CAR,TE,ACT,2023,1,False,week1_roster_veteran,80.81417984243764,5.048062747281296,15.120049978679393,17.0,1.0,4.0,4.0,True,80.81417984243764,79.4,13.0,103.83076923076923,0.0,0.0,0.0,0.0,0.0,0.0,1.0,184.0,18.0,0.0,0.0,32.0,9.0,True,True,33.400000000000006,False,False,3.7111111111111117,49.0,20.0,22.0,20.0
00-0034837,Calvin Ridley,JAX,WR,ACT,2023,1,False,week1_roster_veteran,,0.0,,,,,,False,0.0,0.0,,0.0,0.0,9.0,0.0,0.0,0.0,0.0,8.0,1016.0,76.0,0.0,23.0,136.0,17.0,True,True,189.9,False,False,11.170588235294119,18.0,287.5,245.0,245.0
00-0034838,Royce Freeman,LA,RB,DEV,2023,1,False,week1_roster_veteran,42.93256965532504,2.574348175061375,1.098129913118613,17.0,5.0,7.0,7.0,True,42.93256965532504,18.0,4.0,76.5,0.0,77.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,2.0,319.0,2.0,9.0,True,True,45.7,False,False,5.077777777777778,63.0,86.0,85.0,62.0
00-0034844,Saquon Barkley,NYG,RB,ACT,2023,1,False,week1_roster_veteran,246.10043830781058,14.991065532238007,15.693409288957035,17.0,1.0,7.0,7.0,True,246.10043830781058,253.50000000000003,16.0,269.34375000000006,0.0,247.0,0.0,0.0,0.0,0.0,4.0,280.0,41.0,6.0,962.0,60.0,14.0,True,True,204.7,False,False,14.62142857142857,12.0,2.0,6.0,5.0
00-0034854,KhaDarel Hodge,ATL,WR,ACT,2023,1,False,week1_roster_veteran,38.68797166873446,2.5506297437504504,12.263821112581297,17.0,2.0,4.0,4.0,True,38.68797166873446,32.7,17.0,32.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,232.0,14.0,0.0,0.0,23.0,17.0,True,True,30.200000000000003,False,False,1.7764705882352942,126.0,113.0,117.0,135.0
00-0034855,Baker Mayfield,TB,QB,ACT,2023,1,False,week1_roster_veteran,201.30624773849638,12.443229544205465,15.075449419987468,17.0,1.0,8.0,8.0,True,201.30624773849638,125.42,12.0,177.6783333333333,566.0,62.0,364.0,10.0,28.0,4044.0,0.0,0.0,0.0,1.0,163.0,0.0,17.0,True,True,276.06,False,False,16.238823529411764,11.0,22.0,29.0,39.0
00-0034857,Josh Allen,BUF,QB,ACT,2023,1,False,week1_roster_veteran,356.4882801655711,19.395796056154623,12.909180083647753,17.0,1.0,8.0,8.0,True,356.4882801655711,401.52,16.0,426.615,579.0,111.0,385.0,18.0,29.0,4306.0,0.0,0.0,0.0,15.0,524.0,0.0,17.0,True,True,394.64,False,False,23.214117647058824,1.0,2.0,2.0,2.0
00-0034860,Dante Pettis,CHI,WR,RES,2023,1,False,week1_roster_veteran,33.0489978469659,2.3022098891726435,3.2689871655805383,17.0,5.0,4.0,4.0,True,33.0489978469659,55.7,17.0,55.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,True,True,0.0,254.0,120.0,96.5,109.0
00-0034869,Sam Darnold,SF,QB,ACT,2023,1,False,week1_roster_veteran,105.02735028825035,5.8886110307977635,3.7881049018399784,17.0,2.0,8.0,8.0,True,105.02735028825035,90.32,6.0,255.90666666666667,46.0,21.0,28.0,1.0,2.0,297.0,0.0,0.0,0.0,1.0,15.0,0.0,10.0,True,True,25.380000000000003,False,False,2.5380000000000003,51.0,35.0,33.0,20.0
00-0034899,John Wolford,TB,QB,DEV,2023,1,False,week1_roster_veteran,36.36922731634235,2.2549446255035286,2.0125180771494344,17.0,5.0,8.0,8.0,True,36.36922731634235,16.8,3.0,95.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,True,True,0.0,83.0,54.0,54.0,52.0
00-0034928,Steven Sims,HOU,WR,DEV,2023,1,False,week1_roster_veteran,12.398513925025066,0.7340998842456454,1.1164042575744757,17.0,5.0,4.0,4.0,True,12.398513925025066,24.4,12.0,34.56666666666666,0.0,1.0,0.0,0.0,0.0,0.0,0.0,25.0,3.0,0.0,1.0,3.0,3.0,True,True,4.1,False,False,1.3666666666666665,186.0,178.0,128.0,132.0
00-0034955,Brett Rypien,LA,QB,ACT,2023,1,False,week1_roster_veteran,11.794613591107408,0.6567924938779139,1.1130957300356412,17.0,5.0,8.0,8.0,True,11.794613591107408,20.02,4.0,85.085,38.0,3.0,18.0,1.0,0.0,172.0,0.0,0.0,0.0,0.0,19.0,0.0,2.0,True,True,6.78,False,False,3.39,64.0,72.0,51.0,54.0
00-0034959,Andrew Beck,HOU,TE,ACT,2023,1,False,week1_roster_veteran,,0.0,,,,,,False,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,True,True,0.0,140.5,154.0,134.5,134.5
00-0034960,Jakobi Meyers,LV,WR,ACT,2023,1,False,week1_roster_veteran,110.0699897328374,7.163662682036702,13.979592333798731,17.0,1.0,4.0,4.0,True,110.0699897328374,150.8,14.0,183.11428571428573,3.0,4.0,2.0,0.0,1.0,12.0,8.0,807.0,71.0,2.0,24.0,106.0,16.0,True,True,183.08,False,False,11.4425,24.0,34.0,27.0,28.0
