player_id,position,season,fantasy_pts,fantasy_pts_low_raw,fantasy_pts_low,fantasy_pts_high,fantasy_low_floor_applied,pg_attempts,pg_carries,pg_completions,pg_interceptions,pg_passing_tds,pg_passing_yards,pg_receiving_tds,pg_receiving_yards,pg_receptions,pg_rushing_tds,pg_rushing_yards,pg_targets,any_stat_low_n_flag,any_stat_constraint_applied,any_receiving_share_capped,any_receiving_share_normalized,display_name,team,source,low_confidence,rookie_tier,team_changed,roster_status,depth_rank,role,formation_role,depth_chart_status,projected_games,projected_games_raw,projection_run_id,composition_version,concentration_scale,concentration_calibration_version,role_discount_factor,role_discount_applied,nfl_depth_rank,projected_volume_games,athletic_tier,target_depth_rank,rookie_depth_band,rookie_vacancy_scale,rookie_id_unresolved,rookie_availability_cell_n,rookie_availability_fallback_used,team_pass_attempts_pg_pred,team_passing_yards_pg_pred,team_carries_pg_pred,team_rushing_yards_pg_pred,team_anchor_source_season,team_anchor_lag_team,team_anchor_provenance,td_rate_clip_applied,sentiment_score,sentiment_feature,sentiment_confidence,sentiment_coverage,sentiment_as_of,sentiment_claim_count,sentiment_source_count,sentiment_model_active,sentiment_version,fantasy_pts_season,fantasy_pts_season_low,fantasy_pts_season_high,v1_pred,v2_pred,adp,v3_p50,adp_points,accuracy_ensemble_pred,accuracy_ensemble_applied,accuracy_ensemble_arm,contract_treatment
00-0036389,QB,2026,18.170378769776736,4.883281418356224,4.883281418356224,22.022933619604654,False,25.081630356605963,5.331816853470477,15.530015887973775,0.4882332494881032,1.1097592764728756,171.91080716781892,,,,0.4395578146301786,26.649502530172263,,False,False,False,False,Jalen Hurts,PHI,veteran_model,False,,False,ACT,1.0,starter,,curated,17.0,14.624656145227398,ef567492-9579-410a-be72-0baf4d7f602d,healthy17_qbroom_concentration_v1,1.0,not_applicable,1.0,False,1.0,17.0,,,,,,,,32.806418334792035,217.8630465484892,27.532262539569395,119.01828343531058,2025.0,PHI,canonical_source_team_frame,False,70.0,0.771881154535316,0.8333333333333333,high,2026-08-30,1,2,False,markdown_market_v1,308.8964390862045,108.23750167369211,374.269142483537,279.997702259204,328.16226363753816,79.4,300.5043552487002,241.0777777777778,308.8964390862045,False,incumbent,incumbent
00-0041027,RB,2026,11.570558039960524,5.457907334766606,5.457907334766606,24.643573559958618,False,,11.110008220459635,,,,,0.17599016897125458,31.846242065312712,4.101115369161656,0.6396104568661202,51.40826571910556,5.380573502559125,True,False,False,False,Jeremiyah Love,ARI,rookie_rule,True,drafted,False,,1.0,starter,,rookie_path,17.0,15.125,ef567492-9579-410a-be72-0baf4d7f602d,healthy17_qbroom_concentration_v1,1.0,concentration_v1_full_board,1.0,False,1.0,17.0,above_median,1.0,rank_1,1.0024268349689045,False,8.0,False,36.21537296296883,240.75211132429325,24.991541448852136,107.82682362857648,2025.0,ARI,canonical_source_team_frame,False,-4.0,-0.18995274263013642,0.8333333333333333,high,2026-08-30,1,2,False,markdown_market_v1,196.6994866793289,90.8770553409427,403.98428387233196,251.39670918369328,187.4727192031987,29.4,347.0006757322004,192.19666666666666,196.6994866793289,True,market_no_v3,selected
00-0038542,RB,2026,16.329013577749446,8.146119596027203,8.146119596027203,22.073209797249824,False,,13.782719950379944,,,,,0.20634913413877162,25.734478974360137,3.8547405287802303,0.4607639107233274,67.28501311727045,4.678392058804827,False,False,False,False,Bijan Robinson,ATL,veteran_model,False,,False,ACT,1.0,starter,,curated,17.0,14.856808487964193,ef567492-9579-410a-be72-0baf4d7f602d,healthy17_qbroom_concentration_v1,1.0,concentration_v1_full_board,1.0,False,1.0,17.0,,,,,,,,33.11019223657139,223.68381617318363,27.583501535610953,121.08084842723764,2025.0,ATL,canonical_source_team_frame,False,78.0,1.067072583432617,0.8333333333333333,high,2026-08-30,1,2,False,markdown_market_v1,277.5932308217406,134.78739769772255,368.4278388654959,253.84261078073996,345.27975421801904,2.3,319.48930376141675,247.70840579710145,277.5932308217406,True,market_no_v3,selected
00-0033119,QB,2026,16.762616235002156,5.065301987387348,5.065301987387348,21.072953309511885,False,29.118114876542915,2.2700206264855733,18.87628166659472,0.5719387030849435,1.5298364149071433,214.74513070961464,,,,0.08797506922948126,9.296578359531852,,False,False,False,False,Jacoby Brissett,ARI,veteran_model,False,,False,ACT,1.0,starter,,curated,17.0,13.779722233164795,ef567492-9579-410a-be72-0baf4d7f602d,healthy17_qbroom_concentration_v1,1.0,not_applicable,1.0,False,1.0,17.0,,,,,,,,36.21537296296883,240.75211132429325,24.991541448852136,107.82682362857648,2025.0,ARI,canonical_source_team_frame,False,40.0,0.38913725629010376,0.75,medium,2026-08-30,1,1,False,markdown_market_v1,284.96447599503665,114.20909216963068,363.5004869171715,274.86344202745505,291.69849864009103,,283.93612470810723,,284.96447599503665,False,incumbent,incumbent
00-0033280,RB,2026,14.176930300615588,8.413500937173104,8.413500937173104,21.349076547235036,False,,14.385870407003953,,,,,0.17901381626521562,30.78208518370598,3.8924106962220333,0.49400170992049547,58.87370641837279,5.068153505807363,False,False,False,False,Christian McCaffrey,SF,veteran_model,False,,False,ACT,1.0,starter,,curated,17.0,14.846373384486371,ef567492-9579-410a-be72-0baf4d7f602d,healthy17_qbroom_concentration_v1,1.0,concentration_v1_full_board,1.0,False,1.0,17.0,,,,,,,,34.25083482490253,240.12569369654557,26.958300492590134,112.8835201485632,2025.0,SF,canonical_source_team_frame,False,40.0,0.4522003612815507,0.7466666666666666,high,2026-08-30,1,2,False,markdown_market_v1,241.007815110465,144.77035836177643,366.7290876400073,256.8234189117872,222.3347658034181,6.6,303.09308617829845,247.70840579710145,241.007815110465,True,market_no_v3,selected
00-0035710,QB,2026,16.02561679883558,4.463276132125252,4.463276132125252,20.997815639915817,False,24.13252564323646,3.5812464060064197,16.407122442206052,0.5987211062014532,1.3770438119525028,182.78476541107673,,,,0.3168451004604231,11.89302501873282,,False,False,False,False,Daniel Jones,IND,veteran_model,False,,False,ACT,1.0,starter,,curated,17.0,12.295582765638772,ef567492-9579-410a-be72-0baf4d7f602d,healthy17_qbroom_concentration_v1,1.0,not_applicable,1.0,False,1.0,17.0,,,,,,,,33.82190844602341,234.02468664293764,26.51465853299865,117.43030699843811,2025.0,IND,canonical_source_team_frame,False,46.0,0.4170840484989853,0.7466666666666666,high,2026-08-30,1,2,False,markdown_market_v1,272.43548558020484,80.99365992011062,290.53357490952914,215.75298334650702,310.22382040267007,167.2,294.6831664685682,123.05333333333333,272.43548558020484,False,incumbent,incumbent
00-0033106,QB,2026,17.160896027828745,5.4852407305208555,5.4852407305208555,20.42444272153277,False,30.29022659889425,1.4196505838983542,19.491649839411966,0.5874455222458593,1.5994174846338385,222.85537558177293,,,,0.029941412084238752,2.8940584236160882,,False,False,False,False,Jared Goff,DET,veteran_model,False,,False,ACT,1.0,starter,,curated,17.0,15.174676628525294,ef567492-9579-410a-be72-0baf4d7f602d,healthy17_qbroom_concentration_v1,1.0,not_applicable,1.0,False,1.0,17.0,,,,,,,,33.93703078284322,246.21484677053076,26.80245988676499,118.24421493778567,2025.0,DET,canonical_source_team_frame,False,-85.0,-1.563358324212405,0.7466666666666666,high,2026-08-30,1,2,False,markdown_market_v1,291.7352324730887,115.95461885334169,341.7836688189235,259.04968669528904,313.5255963249551,101.0,261.6703120670238,231.14818181818188,291.7352324730887,False,incumbent,incumbent
00-0039040,RB,2026,14.281230603624195,7.830606305995605,7.830606305995605,20.970217366996295,False,,12.24860061029758,,,,,0.19264806486957595,28.189660785578006,3.9727219587759515,0.40756164575190074,60.800873783041844,4.555422318378727,False,False,False,False,De'Von Achane,MIA,veteran_model,False,,False,ACT,1.0,starter,,curated,17.0,15.40255216437147,ef567492-9579-410a-be72-0baf4d7f602d,healthy17_qbroom_concentration_v1,1.0,concentration_v1_full_board,1.0,False,1.0,17.0,,,,,,,,32.36223621091209,214.6126867270503,26.74474106089619,118.31799054444191,2025.0,MIA,canonical_source_team_frame,False,10.0,0.1846591014778676,0.7466666666666666,high,2026-08-30,1,2,False,markdown_market_v1,242.78092026161133,126.88640056303265,344.1366862587472,237.23149694346236,234.7757569633474,11.7,359.5767878240911,247.70840579710145,242.78092026161133,True,market_no_v3,selected
00-0038543,WR,2026,13.705814250012551,11.672896902905446,11.672896902905446,17.96261971497384,False,,,,,,,0.5218810408392826,80.19031290041046,6.63646907468906,,,9.503634827446792,False,False,False,False,Jaxon Smith-Njigba,SEA,veteran_model,False,,False,ACT,1.0,starter,LWR,curated,17.0,15.276008257434786,ef567492-9579-410a-be72-0baf4d7f602d,healthy17_qbroom_concentration_v1,1.0,not_applicable,1.0,False,1.0,17.0,,,,,,,,32.23055547607071,233.15880911630813,27.961458857752426,119.77956467483949,2025.0,SEA,canonical_source_team_frame,False,71.0,0.9563529019666637,0.8333333333333333,high,2026-08-30,1,2,False,markdown_market_v1,232.9988422502134,197.22249848928018,305.11677636422155,244.7912348433606,234.99016772766072,5.2,289.4025005537011,230.565,232.9988422502134,True,market_no_v3,selected
00-0035228,QB,2026,17.6962470832667,3.686227354232203,3.686227354232203,20.514721497040593,False,28.752504743656317,4.5899916738167175,17.266847948731787,0.46662153043459675,0.9558213864291732,183.6858953109654,,,,0.23508287371276373,25.804623968777904,,False,False,False,False,Kyler Murray,MIN,veteran_model,False,,True,ACT,1.0,starter,,curated,17.0,12.195174652346939,ef567492-9579-410a-be72-0baf4d7f602d,healthy17_qbroom_concentration_v1,1.0,not_applicable,1.0,False,1.0,17.0,,,,,,,,33.31986938890707,212.12724988326613,25.99228043038729,113.38707277968209,2025.0,MIN,canonical_source_team_frame,False,91.0,1.132185534695757,0.8333333333333333,high,2026-08-30,2,2,False,markdown_market_v1,300.83620041553394,82.45661830322554,333.4227685725356,243.63627588419098,338.96948343642924,137.4,245.8296050139308,205.38666666666668,300.83620041553394,False,incumbent,incumbent
00-0036442,QB,2026,16.5049949374311,5.284791871780425,5.284791871780425,19.946533153324854,False,30.387954173959443,2.0136794674652294,18.998765774410725,0.5395108921420583,1.4978917328947505,203.4539787344203,,,,0.046503731967124026,6.906191069797209,,False,False,False,False,Joe Burrow,CIN,veteran_model,False,,False,ACT,1.0,starter,,curated,17.0,15.410357664457141,ef567492-9579-410a-be72-0baf4d7f602d,healthy17_qbroom_concentration_v1,1.0,not_applicable,1.0,False,1.0,17.0,,,,,,,,35.76282862419232,238.62819525361974,25.12248933429627,107.39911528359622,2025.0,CIN,canonical_source_team_frame,False,-31.0,-0.38289051652357936,0.8333333333333333,high,2026-08-30,1,2,False,markdown_market_v1,280.5849139363287,106.41133287588445,317.71169292488906,236.04410383222535,310.2787873390642,57.3,250.6737496129673,241.0777777777778,280.5849139363287,False,incumbent,incumbent
00-0040691,QB,2026,18.147970562588718,3.3048175267754556,3.3048175267754556,20.674356697713037,False,21.567750522742546,4.454417240336233,12.984547990761435,0.4304220471501441,0.8637086409623436,148.90187112577388,,,,0.4454417240336233,27.85654068003593,,False,False,False,False,Jaxson Dart,NYG,veteran_model,False,,False,ACT,1.0,starter,,curated,17.0,13.845830872017133,ef567492-9579-410a-be72-0baf4d7f602d,healthy17_qbroom_concentration_v1,1.0,not_applicable,1.0,False,1.0,17.0,,,,,,,,33.24864013753459,223.72476972874463,27.994745797799972,122.73497314685248,2025.0,NYG,canonical_source_team_frame,False,73.0,0.8355702826923559,0.8333333333333333,high,2026-08-30,2,2,False,markdown_market_v1,308.5154995640082,82.80364736639206,361.3593710186103,257.8547458958582,342.2893353427749,120.4,273.14246151346265,231.14818181818188,308.5154995640082,False,incumbent,incumbent
00-0036900,WR,2026,16.05814085729591,11.172974434406079,11.172974434406079,17.389259789598132,False,,,,,,,0.5533691950094619,77.9694567151863,5.556062610940326,,,8.788088149819535,False,False,False,False,Ja'Marr Chase,CIN,veteran_model,False,,False,ACT,1.0,starter,LWR,curated,17.0,14.821323849985628,ef567492-9579-410a-be72-0baf4d7f602d,healthy17_qbroom_concentration_v1,1.0,not_applicable,1.0,False,1.0,17.0,,,,,,,,35.76282862419232,238.62819525361974,25.12248933429627,107.39911528359622,2025.0,CIN,canonical_source_team_frame,False,-80.0,-1.172472797600852,0.8333333333333333,high,2026-08-30,1,2,False,markdown_market_v1,272.9883945740305,191.7012504247474,298.71145512651685,238.5763512798712,307.69844468005545,3.9,322.4249986986351,230.565,272.9883945740305,True,market_no_v3,selected
00-0039075,WR,2026,14.318757350242118,11.020343385975316,11.020343385975316,17.289729967272855,False,,,,,,,0.5220482774797558,74.94730688114744,6.33728394345402,,,8.480843342101684,False,False,False,False,Puka Nacua,LA,veteran_model,False,,False,ACT,2.0,starter,RWR,curated,17.0,15.582508175082534,ef567492-9579-410a-be72-0baf4d7f602d,healthy17_qbroom_concentration_v1,1.0,not_applicable,1.0,False,1.0,17.0,,,,,,,,34.82297755064974,249.39921534190285,26.611874443882616,121.41580893518761,2025.0,LA,canonical_source_team_frame,False,76.0,1.0229340162448484,0.8333333333333333,high,2026-08-30,1,2,False,markdown_market_v1,243.418874954116,183.93236322266173,287.1315203385837,229.812108774998,253.9356817347564,3.0,317.82528816667275,230.565,243.418874954116,True,market_no_v3,selected
00-0037248,RB,2026,13.437999422751108,6.263930237846987,6.263930237846987,20.312058479430316,False,,14.75529555572288,,,,,0.05870521529639914,17.08111495187049,2.285443948758091,0.5483314087134207,68.55845922932801,2.901065620456504,False,False,False,False,James Cook,BUF,veteran_model,False,,False,ACT,1.0,starter,,curated,17.0,14.857494511166168,ef567492-9579-410a-be72-0baf4d7f602d,healthy17_qbroom_concentration_v1,1.0,concentration_v1_full_board,1.0,False,1.0,17.0,,,,,,,,33.212884173930405,232.00068123094246,28.02188237819293,133.5452190763655,2025.0,BUF,canonical_source_team_frame,False,-8.0,-0.2254276876760037,0.7466666666666666,high,2026-08-30,1,2,False,markdown_market_v1,228.44599018676885,106.35401059999444,344.678739166084,226.5973810815224,190.5373620011858,9.2,300.5711521867155,247.70840579710145,228.44599018676885,True,market_no_v3,selected
00-0032764,RB,2026,14.509798625840874,5.904500908779799,5.904500908779799,20.60117380275134,False,,15.268308236666506,,,,,0.025651136771869646,11.69975468034562,1.6224312511394832,0.5862570748194368,76.24900501201657,1.9585681638406327,False,False,False,False,Derrick Henry,BAL,veteran_model,False,,False,ACT,1.0,starter,,curated,17.0,13.593022907295229,ef567492-9579-410a-be72-0baf4d7f602d,healthy17_qbroom_concentration_v1,1.0,concentration_v1_full_board,1.0,False,1.0,17.0,,,,,,,,31.37799975249296,213.6518141922886,28.079230857805165,132.67231187281823,2025.0,BAL,canonical_source_team_frame,False,2.0,0.09240459486099625,0.8333333333333333,high,2026-08-30,1,2,False,markdown_market_v1,246.66657663929487,99.51357910427129,345.3888277508746,223.53177654118818,252.29451835638395,9.7,281.6559729442895,247.70840579710145,246.66657663929487,True,market_no_v3,selected
00-0036223,RB,2026,14.498777534125852,6.184793119328203,6.184793119328203,19.919876538643322,False,,15.618338326556389,,,,,0.09733965041471902,16.249180051312422,2.130130036167967,0.561306182373318,65.00447241983562,2.9836190967156524,False,False,False,False,Jonathan Taylor,IND,veteran_model,False,,False,ACT,1.0,starter,,curated,17.0,13.261735334358303,ef567492-9579-410a-be72-0baf4d7f602d,healthy17_qbroom_concentration_v1,1.0,concentration_v1_full_board,1.0,False,1.0,17.0,,,,,,,,33.82190844602341,234.02468664293764,26.51465853299865,117.43030699843811,2025.0,IND,canonical_source_team_frame,False,70.0,0.7604573222052602,0.7466666666666666,high,2026-08-30,1,2,False,markdown_market_v1,246.47921808013947,110.66595460160693,354.5372174872433,233.5531109324005,248.3295450287952,6.0,280.39181937691194,247.70840579710145,246.47921808013947,True,market_no_v3,selected
00-0039163,QB,2026,16.855849486676266,3.8161106988887616,3.8161106988887616,19.50564997093001,False,28.619441824494004,2.722878872091824,17.48336135366122,0.6027991621554576,1.21968632037408,190.51954939453162,,,,0.11603192287791148,11.33312918430905,,False,False,False,False,C.J. Stroud,HOU,veteran_model,False,,False,ACT,1.0,starter,,curated,17.0,13.784791211476522,ef567492-9579-410a-be72-0baf4d7f602d,healthy17_qbroom_concentration_v1,1.0,not_applicable,1.0,False,1.0,17.0,,,,,,,,34.32483042096658,230.71531420889468,27.03402673302534,113.94163263281224,2025.0,HOU,canonical_source_team_frame,False,67.0,0.715503704482121,0.8333333333333333,high,2026-08-30,1,2,False,markdown_market_v1,286.54944127349654,87.24933735750308,320.991952710598,229.9793992213545,324.2628026415913,162.8,242.4131277210745,123.05333333333333,286.54944127349654,False,incumbent,incumbent
00-0034869,QB,2026,15.40291886557186,4.299779799172191,4.299779799172191,19.268069843665753,False,25.707641475523005,1.3686207402133268,16.57157855261698,0.45950610839400713,1.4142222348966895,195.70487248329817,,,,0.03424840040264285,3.067879154931184,,False,False,False,False,Sam Darnold,SEA,veteran_model,False,,False,ACT,1.0,starter,,curated,17.0,13.45130991766501,ef567492-9579-410a-be72-0baf4d7f602d,healthy17_qbroom_concentration_v1,1.0,not_applicable,1.0,False,1.0,17.0,,,,,,,,32.23055547607071,233.15880911630813,27.961458857752426,119.77956467483949,2025.0,SEA,canonical_source_team_frame,False,-40.0,-0.50057107752779,0.8333333333333333,high,2026-08-30,1,2,False,markdown_market_v1,261.8496207147216,88.6856081469022,298.0782198140793,215.6810566060689,292.62866345382344,148.7,252.8213785235846,205.38666666666668,261.8496207147216,False,incumbent,incumbent
