player_id,display_name,position,team,fantasy_pts,fantasy_pts_low,fantasy_pts_high,projected_games,fantasy_pts_season,source,low_confidence,role,depth_chart_status,depth_rank,season,team_identity_scale
00-0036900,Ja'Marr Chase,WR,CIN,21.037106185057212,15.47151364598088,28.88731356224645,15.65,307.69844468005545,v2_team_first,False,starter,starter,1.0,2026,0.9345982426772432
00-0038128,Malik Willis,QB,MIA,20.55136116091457,8.880042170266865,30.041189739123872,15.0,324.8054471381799,v2_team_first,False,starter,starter,1.0,2026,1.0536380683660287
00-0039732,Bo Nix,QB,DEN,20.39615522679225,8.724836236144537,29.885983805001544,15.95,336.80257541603913,v2_team_first,False,starter,starter,1.0,2026,1.0353004619795818
00-0036389,Jalen Hurts,QB,PHI,20.37020225449563,8.69888326384792,29.86003083270493,15.4,328.16226363753816,v2_team_first,False,starter,starter,1.0,2026,1.0460984938840538
00-0037744,Trey McBride,TE,ARI,20.36148178296206,16.67658969852652,25.83499129605701,15.85,302.0502548181702,v2_team_first,False,starter,starter,1.0,2026,0.9359239476955571
00-0039163,C.J. Stroud,QB,HOU,20.322839511518747,8.651520520871037,29.81266808972804,15.0,324.2628026415913,v2_team_first,False,starter,starter,1.0,2026,1.0637056974176038
00-0033077,Dak Prescott,QB,DAL,20.18410278029972,8.51278378965201,29.673931358509016,15.0,324.16088828034833,v2_team_first,False,starter,starter,1.0,2026,1.0706805311380627
00-0039150,Bryce Young,QB,CAR,20.093423513688485,8.422104523040778,29.583252091897783,15.2,320.9283775917413,v2_team_first,False,starter,starter,1.0,2026,1.0507770882201681
00-0034796,Lamar Jackson,QB,BAL,20.09209800858289,8.420779017935187,29.5819265867922,15.0,318.63958549877543,v2_team_first,False,starter,starter,1.0,2026,1.057263359166241
00-0039139,Jahmyr Gibbs,RB,DET,19.63642882006256,13.789276140155904,27.06867302659802,15.9,308.6088904269683,v2_team_first,False,starter,starter,1.0,2026,0.9884365612328742
00-0035710,Daniel Jones,QB,IND,19.408773264427303,7.737454273779593,28.8986018426366,15.0,310.22382040267007,v2_team_first,False,starter,starter,1.0,2026,1.065579351413734
00-0036442,Joe Burrow,QB,CIN,19.265534060261885,7.594215069614173,28.755362638471183,15.0,310.2787873390642,v2_team_first,False,starter,starter,1.0,2026,1.0736921397853925
00-0026498,Matthew Stafford,QB,LA,18.9716799068645,7.300360916216792,28.4615084850738,15.75,311.75147983307664,v2_team_first,False,starter,starter,1.0,2026,1.0433311572026105
00-0033106,Jared Goff,QB,DET,18.914063555336902,7.242744564689197,28.403892133546204,16.0,313.5255963249551,v2_team_first,False,starter,starter,1.0,2026,1.036020087009835
00-0034855,Baker Mayfield,QB,TB,18.82749707514925,7.156178084501541,28.317325653358548,16.0,310.82704975749465,v2_team_first,False,starter,starter,1.0,2026,1.0318254482952518
00-0039918,Caleb Williams,QB,CHI,18.795947125257896,7.124628134610188,28.285775703467195,15.95,310.6177063974413,v2_team_first,False,starter,starter,1.0,2026,1.0360991239843973
00-0033537,Deshaun Watson,QB,CLE,18.71408849859005,7.042769507942346,28.20391707679935,15.0,296.62873282458685,v2_team_first,False,starter,starter,1.0,2026,1.0567038227088832
00-0033119,Jacoby Brissett,QB,ARI,18.222248398526588,6.550929407878879,27.712076976735887,15.0,291.69849864009103,v2_team_first,False,starter,starter,1.0,2026,1.0671880961505538
00-0034869,Sam Darnold,QB,SEA,17.878727178448433,6.207408187800727,27.36855575665773,15.65,292.62866345382344,v2_team_first,False,starter,starter,1.0,2026,1.0458416288234693
00-0039075,Puka Nacua,WR,LA,17.853727552403786,12.288135013327448,25.703934929593025,14.8,253.93568173475637,v2_team_first,False,starter,starter,1.0,2026,0.9610215168271342
00-0036963,Amon-Ra St. Brown,WR,DET,17.691463033208702,12.125870494132366,25.54167041039793,15.95,272.82460725140277,v2_team_first,False,starter,starter,1.0,2026,0.9668500009375626
00-0040676,Cam Ward,QB,TEN,17.665142937587365,5.993823946939656,27.154971515796664,15.75,290.21144238869704,v2_team_first,False,starter,starter,1.0,2026,1.0430780770564796
00-0036264,Jordan Love,QB,GB,17.43528937441064,5.763970383762929,26.92511795261993,15.1,279.4157388360518,v2_team_first,False,starter,starter,1.0,2026,1.0613161139992229
00-0023459,Aaron Rodgers,QB,PIT,17.127264792139545,5.455945801491837,26.617093370348844,15.0,273.87081255842884,v2_team_first,False,starter,starter,1.0,2026,1.0660227649975578
00-0040126,Colston Loveland,TE,CHI,16.862897944088655,13.178005859653116,22.33640745718361,15.380000000000004,249.87657095360217,v2_team_first,False,starter,starter,1.0,2026,0.9634673246083261
00-0036223,Jonathan Taylor,RB,IND,16.674958984582844,10.827806304676187,24.107203191118305,15.2,248.32954502879522,v2_team_first,False,starter,starter,1.0,2026,0.9797607348113432
00-0033280,Christian McCaffrey,RB,SF,16.363778397921507,10.516625718014852,23.79602260445697,14.0,222.33476580341807,v2_team_first,False,starter,starter,1.0,2026,0.9705004745274066
00-0034351,Dallas Goedert,TE,PHI,16.301500785230754,12.616608700795217,21.77501029832571,14.2,219.45047995840355,v2_team_first,False,starter,starter,1.0,2026,0.9480267710076051
00-0040663,Harold Fannin Jr.,TE,CLE,16.299394014224937,12.614501929789402,21.77290352731989,15.380000000000004,235.12850801690539,v2_team_first,False,starter,starter,1.0,2026,0.9379452628470426
00-0030506,Travis Kelce,TE,KC,16.225982528207386,12.54109044377185,21.699492041302346,15.75,239.47382060353533,v2_team_first,False,starter,starter,1.0,2026,0.9370580176586983
00-0036970,Kyle Pitts,TE,ATL,16.204979713264564,12.52008762882903,21.678489226359524,16.0,242.72337098539703,v2_team_first,False,starter,starter,1.0,2026,0.9361449970943042
00-0038597,Chase Brown,RB,CIN,16.156173331226814,10.309020651320155,23.588417537762275,15.6,245.77217019353841,v2_team_first,False,starter,starter,1.0,2026,0.9751459068594475
00-0032764,Derrick Henry,RB,BAL,15.85676813766181,10.009615457755151,23.28901234419727,16.0,252.29451835638395,v2_team_first,False,starter,starter,1.0,2026,0.9944275693747489
00-0036212,Tua Tagovailoa,QB,ATL,15.808083586535927,4.136764595888222,25.297912164745227,15.0,254.38199046004655,v2_team_first,False,starter,starter,1.0,2026,1.0727928702532459
00-0039040,De'Von Achane,RB,MIA,15.73368416203624,9.88653148212958,23.165928368571706,15.4,234.7757569633474,v2_team_first,False,starter,starter,1.0,2026,0.9689516369204254
00-0035700,Josh Jacobs,RB,GB,15.629165711618551,9.782013031711896,23.061409918154016,15.2,234.69199470166564,v2_team_first,False,starter,starter,1.0,2026,0.9879134365977055
00-0040122,Ashton Jeanty,RB,LV,15.511388447885066,9.66423576797841,22.94363265442053,15.75,239.79248601540195,v2_team_first,False,starter,starter,1.0,2026,0.9815317176900128
00-0039338,Brock Bowers,TE,LV,15.46085959454355,11.775967510108012,20.934369107638503,14.37,208.13430511004825,v2_team_first,False,starter,starter,1.0,2026,0.9368137642856226
00-0038543,Jaxon Smith-Njigba,WR,SEA,15.383187013988495,9.817594474912156,23.23339439117773,16.0,234.99016772766072,v2_team_first,False,starter,starter,1.0,2026,0.9547361980078296
00-0030565,Geno Smith,QB,NYJ,15.225202320096985,3.553883329449277,24.715030898306285,15.3,246.22595296677642,v2_team_first,False,starter,starter,1.0,2026,1.057010554077791
00-0036275,D'Andre Swift,RB,CHI,14.836046177345564,8.988893497438907,22.268290383881027,15.65,230.38859158096972,v2_team_first,False,starter,starter,1.0,2026,0.9922667791673331
00-0037840,Kyren Williams,RB,LA,14.312359543959516,8.465206864052858,21.744603750494974,15.6,221.13018992961958,v2_team_first,False,starter,starter,1.0,2026,0.990403583101581
00-0041438,Carnell Tate,WR,TEN,14.2381149405712,8.672522401494861,22.088322317760436,15.0,204.31435968316057,rookie_rule,True,starter,starter,1.0,2026,0.9566545409321063
00-0029604,Kirk Cousins,QB,LV,14.231537896558766,2.560218905911057,23.721366474768065,15.0,228.6702688317829,v2_team_first,False,starter,starter,1.0,2026,1.071190246591111
00-0035676,A.J. Brown,WR,NE,14.091145675591967,8.525553136515631,21.941353052781203,14.8,197.35174057176266,v2_team_first,False,starter,starter,1.0,2026,0.9463089356004014
00-0039067,Rashee Rice,WR,KC,14.064968249290832,8.499375710214494,21.915175626480064,11.3,148.92981656598127,v2_team_first,True,starter,starter,1.0,2026,0.9370536464072459
00-0038120,Breece Hall,RB,NYJ,13.913138177569238,8.06598549766258,21.345382384104703,15.55,213.3153875189769,v2_team_first,False,starter,starter,1.0,2026,0.9859767923399844
00-0039064,Zay Flowers,WR,BAL,13.884648430812732,8.319055891736394,21.734855808001967,15.95,207.44242346972703,v2_team_first,False,starter,starter,1.0,2026,0.9367031970389783
00-0035640,DK Metcalf,WR,PIT,13.874695753257296,8.309103214180958,21.72490313044653,15.05,195.6957492214477,v2_team_first,False,starter,starter,1.0,2026,0.9371765728503216
00-0036358,CeeDee Lamb,WR,DAL,13.87045989832748,8.304867359251142,21.720667275516718,14.5,187.7755941809205,v2_team_first,False,starter,starter,1.0,2026,0.9336417878657399
00-0036322,Justin Jefferson,WR,MIN,13.805505863613568,8.239913324537229,21.6557132408028,15.65,202.23757526327037,v2_team_first,False,starter,starter,1.0,2026,0.9360416705102573
00-0034844,Saquon Barkley,RB,PHI,13.69748878972255,7.850336109815894,21.129732996258014,15.4,208.2224251243272,v2_team_first,False,starter,starter,1.0,2026,0.9871106232647449
00-0040128,Tyler Warren,TE,IND,13.647101274320582,9.962209189885044,19.12061078741554,15.75,200.95163604970463,v2_team_first,False,starter,starter,1.0,2026,0.9349116547489735
00-0039165,Zach Charbonnet,RB,SEA,13.46304863647096,7.615895956564302,20.89529284300642,12.0,160.02825787091402,v2_team_first,True,starter,starter,1.0,2026,0.9905399969947042
00-0040666,Omarion Hampton,RB,LAC,13.175817707223208,7.32866502731655,20.608061913758668,12.75,164.691362248678,v2_team_first,True,starter,starter,1.0,2026,0.9803543032513501
00-0040124,Tetairoa McMillan,WR,CAR,13.046953209356904,7.481360670280567,20.89716058654614,15.75,193.5532802028371,v2_team_first,False,starter,starter,1.0,2026,0.941913177623899
00-0037740,Garrett Wilson,WR,NYJ,13.03910679657418,7.4735142574978415,20.889314173763417,13.0,160.2551145353462,v2_team_first,True,starter,starter,1.0,2026,0.9454111155802286
00-0037228,Jaylen Warren,RB,PIT,13.029460372651922,7.182307692745262,20.46170457918738,15.4,197.05351141087374,v2_team_first,False,starter,starter,1.0,2026,0.9820577516782688
00-0038117,Wan'Dale Robinson,WR,TEN,12.921607580866958,7.356015041790618,20.77181495805619,15.6,192.8400186084784,v2_team_first,False,backup,listed,2.0,2026,0.9566564823322287
00-0041027,Jeremiyah Love,RB,ARI,12.81226560928732,7.394232131855898,20.24450981582278,15.0,187.4727192031987,rookie_rule,True,starter,starter,1.0,2026,0.9754856526821925
00-0036554,Nico Collins,WR,HOU,12.524756287828351,6.959163748752015,20.37496366501759,14.55,170.55550134810156,v2_team_first,False,starter,starter,1.0,2026,0.9359086368373901
00-0037664,Alec Pierce,WR,IND,12.325232887069852,6.759640347993513,20.175440264259088,12.0,138.28318184733828,v2_team_first,True,starter,starter,1.0,2026,0.9349598983535118
00-0037248,James Cook,RB,BUF,12.174931272140984,6.327778592234326,19.60717547867645,15.85,190.5373620011858,v2_team_first,False,starter,starter,1.0,2026,0.9873800845473327
00-0036919,Kenny Gainwell,RB,TB,12.000770396426478,6.153617716519821,19.43301460296194,15.95,187.82987995680287,v2_team_first,False,backup,listed,2.0,2026,0.9812843370352896
00-0039337,Malik Nabers,WR,NYG,11.9741705816899,6.408578042613563,19.824377958879136,11.53,129.05066038535406,v2_team_first,True,starter,starter,1.0,2026,0.9347284971363273
00-0039361,Bucky Irving,RB,TB,11.681815404428766,5.834662724522109,19.114059610964222,13.74,158.75136733175813,v2_team_first,True,starter,starter,1.0,2026,0.9890549084609134
00-0040129,Emeka Egbuka,WR,TB,11.542363669825768,5.976771130749429,19.392571047015,15.75,175.91419455140792,v2_team_first,False,starter,starter,1.0,2026,0.9676662015780864
00-0041029,Jordyn Tyson,WR,NO,11.321017554146744,6.041864727855977,19.17122493133598,15.0,158.89667920126547,rookie_rule,True,backup,listed,2.0,2026,0.9357031641445438
00-0038134,Kenneth Walker III,RB,KC,11.200400054602143,5.353247374695488,18.632644261137607,15.0,164.68897145140602,v2_team_first,False,starter,starter,1.0,2026,0.9802564827955217
00-0038124,Christian Watson,WR,GB,11.120309546665018,5.55471700758868,18.970516923854248,13.05,136.56014690735796,v2_team_first,True,starter,starter,1.0,2026,0.9410150886041685
00-0038996,Tucker Kraft,TE,GB,10.910352396041691,7.225460311606154,16.383861909136648,13.15,135.00763155178788,v2_team_first,True,starter,starter,1.0,2026,0.9410090223745531
00-0039919,Rome Odunze,WR,CHI,10.910229252105356,5.3446367130290175,18.760436629294592,14.37,151.0513431566559,v2_team_first,False,starter,starter,1.0,2026,0.9634605727615435
00-0037239,Chris Olave,WR,NO,10.864618232083396,5.299025693007057,18.714825609272637,14.3,145.3790215375133,v2_team_first,False,starter,starter,1.0,2026,0.9357314656912659
00-0036997,Javonte Williams,RB,DAL,10.863401275252556,5.016248595345897,18.29564548178801,15.65,166.92478425423283,v2_team_first,False,starter,starter,1.0,2026,0.9818398611427085
00-0040715,Cam Skattebo,RB,NYG,10.75639267286806,4.909239992961402,18.18863687940352,12.38,129.47539029467578,v2_team_first,True,starter,starter,1.0,2026,0.9722992168935732
00-0039893,Brian Thomas Jr.,WR,JAX,10.749924499011083,5.184331959934742,18.600131876200315,15.0,151.2082125145204,v2_team_first,False,starter,starter,1.0,2026,0.9377319349447865
00-0035261,Tony Pollard,RB,TEN,10.614188285758186,4.767035605851529,18.046432492293647,15.85,166.8053525451151,v2_team_first,False,starter,starter,1.0,2026,0.9915027624035794
00-0039915,Ladd McConkey,WR,LAC,10.612684599147656,5.047092060071317,18.46289197633689,15.47,156.29077658425362,v2_team_first,False,starter,starter,1.0,2026,0.9519579780547881
00-0040784,Quinshon Judkins,RB,CLE,10.537814994991384,4.690662315084726,17.970059201526844,14.62,151.16666408767344,v2_team_first,False,starter,starter,1.0,2026,0.9812012367625051
00-0037238,Drake London,WR,ATL,10.475557848283984,4.909965309207644,18.32576522547321,14.45,141.70657344559024,v2_team_first,False,starter,starter,1.0,2026,0.9361490266638448
00-0040242,Jacory Croskey-Merritt,RB,WAS,10.383709984566575,4.536557304659918,17.815954191102037,15.75,162.72384969132366,v2_team_first,False,starter,starter,1.0,2026,0.9949885938292383
00-0034348,Courtland Sutton,WR,DEN,10.264840422247287,4.6992478831709485,18.11504779943652,15.8,155.7557622329131,v2_team_first,False,starter,starter,1.0,2026,0.9603617035905455
00-0036875,Rhamondre Stevenson,RB,NE,10.25707882967342,4.409926149766763,17.689323036208883,14.55,146.27207669286844,v2_team_first,False,starter,starter,1.0,2026,0.9801098204635317
00-0031381,Davante Adams,WR,LA,10.221621760249738,4.656029221173399,18.07182913743897,14.65,143.91039501614557,v2_team_first,False,backup,listed,2.0,2026,0.9610251078636763
00-0039065,Sam LaPorta,TE,DET,10.214578306529368,6.529686222093831,15.688087819624323,13.45,132.82937472605857,v2_team_first,True,starter,starter,1.0,2026,0.9668328584984347
00-0037247,George Pickens,WR,DAL,10.054216642892316,4.488624103815978,17.90442402008155,15.55,145.9684191743743,v2_team_first,False,backup,listed,2.0,2026,0.9336417680525795
00-0036410,Tee Higgins,WR,CIN,9.933283486816505,4.367690947740164,17.783490864005735,14.4,133.68507713044303,v2_team_first,False,backup,listed,2.0,2026,0.9346039428108209
00-0033293,Aaron Jones,RB,MIN,9.844739282222552,3.997586602315895,17.276983488758013,14.2,135.68422240560338,v2_team_first,False,starter,starter,1.0,2026,0.9705921768011392
00-0036912,DeVonta Smith,WR,PHI,9.832111296916567,4.266518757840228,17.6823186741058,15.35,143.07438152295532,v2_team_first,False,starter,starter,1.0,2026,0.9479964508534797
00-0036555,Chuba Hubbard,RB,CAR,9.752069257046603,3.9049165771399488,17.184313463582065,15.1,144.10325979916038,v2_team_first,False,starter,starter,1.0,2026,0.9785884397261911
00-0031408,Mike Evans,WR,SF,9.676736619627436,4.111144080551098,17.52694399681667,12.85,116.52252492229626,v2_team_first,True,starter,starter,1.0,2026,0.9370825236444491
00-0038129,Cade Otton,TE,TB,9.509974320405496,5.825082235969957,14.983483833500452,14.95,137.57710290632377,v2_team_first,False,starter,starter,1.0,2026,0.967666314304171
00-0037240,Jameson Williams,WR,DET,9.44697038581455,3.881377846738212,17.297177763003784,15.45,141.11975616818572,v2_team_first,False,backup,listed,2.0,2026,0.9668670936287961
00-0038606,Parker Washington,WR,JAX,9.267188397396424,3.701595858320085,17.117395774585656,14.8,128.61373758829507,v2_team_first,False,backup,listed,2.0,2026,0.9377296577952362
00-0034383,Dalton Schultz,TE,HOU,9.237597260132771,5.552705175697235,14.711106773227728,15.9,137.46113357292603,v2_team_first,False,starter,starter,1.0,2026,0.9358877713876849
00-0038997,Josh Downs,WR,IND,9.084820366281228,3.5192278272048885,16.935027743470457,15.25,129.5280999570511,v2_team_first,False,backup,listed,2.0,2026,0.9349272254570514
00-0036139,Rico Dowdle,RB,PIT,8.86553284764232,3.0183801677356628,16.29777705417778,15.8,136.10360587399717,v2_team_first,False,backup,listed,2.0,2026,0.9716451812365658
00-0035659,Terry McLaurin,WR,WAS,8.847424883338151,3.2818323442618134,16.697632260527385,13.9,115.36155657906933,v2_team_first,True,starter,starter,1.0,2026,0.9380574199929117
00-0038611,Chris Rodriguez Jr.,RB,JAX,8.837158015910266,2.9900053360036067,16.269402222445727,12.6,110.6619019261247,v2_team_first,True,backup,listed,2.0,2026,0.9938365494025696
00-0038559,Michael Wilson,WR,ARI,8.733144257211428,3.1675517181350896,16.583351634400664,15.65,127.91931409576351,v2_team_first,False,backup,listed,2.0,2026,0.9359467619507893
00-0037252,Greg Dulcich,TE,MIA,8.577863464726354,4.892971380290817,14.05137297782131,10.9,87.71553976157814,v2_team_first,True,starter,starter,1.0,2026,0.9381470408015614
00-0037809,Chig Okonkwo,TE,WAS,8.57193020394632,4.88703811951078,14.045439717041276,15.85,127.44939159712933,v2_team_first,False,starter,starter,1.0,2026,0.9380583937770937
00-0038544,Quentin Johnston,WR,LAC,8.52866679433886,2.96307425526252,16.37887417152809,14.5,117.72473121555947,v2_team_first,False,backup,listed,2.0,2026,0.9519596879752166
00-0034753,Mark Andrews,TE,BAL,8.498824811572309,4.813932727136772,13.972334324667264,15.65,124.58456551439613,v2_team_first,False,starter,starter,1.0,2026,0.9366795161963359
00-0039849,Marvin Harrison Jr.,WR,ARI,8.469722476193358,2.9041299371170197,16.319929853382593,14.37,113.91409212301294,v2_team_first,False,starter,starter,1.0,2026,0.9359475351442123
00-0036613,Jaylen Waddle,WR,DEN,8.3021891410028,2.736596601926461,16.152396518192035,15.25,121.601458891962,v2_team_first,False,backup,listed,2.0,2026,0.9604534444377671
00-0041032,Kenyon Sadiq,TE,NYJ,8.067274513575965,4.406221710690483,13.540784026670922,15.0,114.40039347128221,rookie_rule,True,starter,starter,1.0,2026,0.9453865596430301
00-0037261,Khalil Shakir,WR,BUF,8.063036568833999,2.49744402975766,15.913243946023233,15.35,117.71715096800553,v2_team_first,False,backup,listed,2.0,2026,0.9511143481036749
00-0036252,Michael Pittman,WR,PIT,8.022665045600514,2.457072506524174,15.872872422789747,15.8,118.79401886816606,v2_team_first,False,backup,listed,2.0,2026,0.9371709707919944
00-0035685,David Montgomery,RB,HOU,7.847685307132871,2.0005326272262143,15.279929513668334,15.4,119.1279489323365,v2_team_first,False,starter,starter,1.0,2026,0.9857149970668919
00-0038935,Brenton Strange,TE,JAX,7.835815044028475,4.150922959592939,13.309324557123434,13.55,99.56309221293645,v2_team_first,True,starter,starter,1.0,2026,0.9377237265459943
00-0034960,Jakobi Meyers,WR,JAX,7.823601810006775,2.2580092709304367,15.67380918719601,15.35,112.61362990895516,v2_team_first,False,depth,listed,3.0,2026,0.9377257439867851
00-0037545,Rashid Shaheed,WR,SEA,7.794728655606474,2.229136116530135,15.644936032795709,14.55,108.2779166533638,v2_team_first,False,backup,listed,2.0,2026,0.9547197268935073
00-0033921,Chris Godwin Jr.,WR,TB,7.76127269234593,2.19568015326959,15.611480069535164,12.1,90.87480792385175,v2_team_first,True,backup,listed,2.0,2026,0.9676653562059654
00-0036407,Jerry Jeudy,WR,CLE,7.727357383543008,2.1617648444666706,15.577564760732242,15.95,115.60326574135681,v2_team_first,False,starter,starter,1.0,2026,0.9379472556726202
00-0036040,Juwan Johnson,TE,NO,7.705232081287478,4.02033999685194,13.178741594382434,15.5,111.7500939529559,v2_team_first,False,starter,starter,1.0,2026,0.9356867391891962
00-0036244,Colby Parkinson,TE,LA,7.604845772298942,3.919953687863404,13.078355285393895,14.85,108.53001108638783,v2_team_first,False,starter,starter,1.0,2026,0.9610212322249738
00-0038563,Tre Tucker,WR,LV,7.548850467601924,1.9832579285255845,15.399057844791155,15.8,111.73584900811211,v2_team_first,False,starter,starter,1.0,2026,0.9368166991887935
00-0036550,Rashod Bateman,WR,BAL,7.544923570177357,1.9793310311010184,15.395130947366592,14.55,102.82915836183034,v2_team_first,False,backup,listed,2.0,2026,0.9366955200549713
00-0039793,AJ Barner,TE,SEA,7.519500508474616,3.8346084240390783,12.993010021569573,15.630000000000004,112.20687112085713,v2_team_first,False,starter,starter,1.0,2026,0.9547100212370769
00-0036973,Travis Etienne,RB,NO,7.433263382021294,1.5861107021146366,14.865507588556754,15.7,113.43168322142252,v2_team_first,False,starter,starter,1.0,2026,0.9719752421744725
00-0040189,Oronde Gadsden II,TE,LAC,7.377307938707681,3.6924158542721432,12.850817451802635,15.0,105.34187927505059,v2_team_first,False,starter,starter,1.0,2026,0.9519450740049027
00-0039491,Jalen Coker,WR,CAR,7.297402660969877,1.7321465830737153,15.147610038159112,13.11,90.11065449390549,v2_team_first,True,backup,listed,2.0,2026,0.9419007477747802
00-0033090,Hunter Henry,TE,NE,7.232536703421401,3.547644618985863,12.706046216516356,15.65,107.10907202268587,v2_team_first,False,starter,starter,1.0,2026,0.946283502157185
00-0039384,Tyrone Tracy Jr.,RB,NYG,7.16512995638136,1.3253286177112693,14.59737416291682,15.32,106.7279409842712,v2_team_first,False,backup,listed,2.0,2026,0.9722888244418523
00-0038933,Dalton Kincaid,TE,BUF,7.073639206265613,3.388747121830075,12.54714871936057,13.85,93.18312681622102,v2_team_first,True,starter,starter,1.0,2026,0.9511403395976975
00-0039894,Xavier Worthy,WR,KC,7.050490514633635,1.4848979755572964,14.900697891822867,14.84,98.04539943350711,v2_team_first,False,backup,listed,2.0,2026,0.9370742123843521
00-0039880,Malik Washington,WR,MIA,6.995793298911023,1.498889530533411,14.846000676100257,15.47,101.53034000063717,v2_team_first,False,starter,starter,1.0,2026,0.9381419529889219
00-0034827,DJ Moore,WR,BUF,6.989908092626645,1.434895275121701,14.840115469815878,16.0,106.37314726059272,v2_team_first,False,starter,starter,1.0,2026,0.9511314906701098
00-0036894,Pat Freiermuth,TE,PIT,6.980972729718423,3.2960806452828857,12.45448224281338,15.1,98.79087111759375,v2_team_first,False,starter,starter,1.0,2026,0.9371819729384653
00-0038041,Jake Ferguson,TE,DAL,6.917793925521807,3.23290184108627,12.391303438616765,15.55,100.43292683189591,v2_team_first,False,starter,starter,1.0,2026,0.9336371089624597
00-0040734,TreVeyon Henderson,RB,NE,6.914653725300204,1.0675010453935472,14.346897931835665,15.75,107.43297150214785,v2_team_first,False,backup,listed,2.0,2026,0.9864761590009014
00-0035229,T.J. Hockenson,TE,MIN,6.856632096426028,3.1717400119904906,12.330141609520984,14.25,91.45908113077338,v2_team_first,False,starter,starter,1.0,2026,0.9360544713095413
00-0040730,RJ Harvey,RB,DEN,6.696280912050526,0.8676746175996444,14.128525118585983,15.75,103.65161147357627,v2_team_first,False,backup,listed,2.0,2026,0.982792505746262
00-0041512,Jadarian Price,RB,SEA,6.668165378899222,3.1819099696132844,14.100409585434685,15.0,98.35992971034054,rookie_rule,True,backup,listed,2.0,2026,0.98337822695671
00-0036158,J.K. Dobbins,RB,DEN,6.607183422974205,0.7698942927086599,14.039427629509667,12.5,81.8677444438341,v2_team_first,True,starter,starter,1.0,2026,0.9912574142763129
00-0040735,Luther Burden III,WR,CHI,6.552217554019276,1.019687417494468,14.402424931208513,15.0,94.69241169949541,v2_team_first,False,backup,listed,2.0,2026,0.9634642614637543
00-0037816,Romeo Doubs,WR,NE,6.397457849854528,0.8928623988668385,14.24766522704376,15.1,91.41473221547172,v2_team_first,False,backup,listed,2.0,2026,0.9463064732809011
00-0039355,Luke McCaffrey,WR,WAS,6.195927820635571,1.0958323951647686,14.046135197824803,12.79,74.33711342976811,v2_team_first,True,backup,listed,2.0,2026,0.9380560716214127
00-0039146,Jayden Reed,WR,GB,6.192497241116007,1.3522714647415903,14.04270461830524,12.35,71.96514061666043,v2_team_first,True,backup,listed,2.0,2026,0.9409995136287087
00-0039890,Adonai Mitchell,WR,NYJ,6.055728244414768,0.8714578597628103,13.905935621604002,15.630000000000004,89.48442773261613,v2_team_first,False,backup,listed,2.0,2026,0.9454141746445388
00-0039738,Blake Corum,RB,LA,5.848183695767711,0.2858298426451901,13.280427902303172,15.630000000000004,90.95313133592985,v2_team_first,False,backup,listed,2.0,2026,0.9950334298597322
00-0038618,Xavier Hutchinson,WR,HOU,5.844833831756266,0.9551508296440256,13.6950412089455,15.0,82.05252719103798,v2_team_first,False,backup,listed,2.0,2026,0.9358980318109139
00-0039847,Theo Johnson,TE,NYG,5.795095045923292,2.1102029614877558,11.26860455901825,14.37,77.83930091363554,v2_team_first,False,backup,listed,2.0,2026,0.9347201293992498
00-0037741,Jahan Dotson,WR,ATL,5.785577335175714,0.6015048797129346,13.635784712364948,14.95,80.97170485619111,v2_team_first,False,backup,listed,2.0,2026,0.9361498836044182
00-0035535,Darius Slayton,WR,NYG,5.726781676410716,1.150537074464286,13.576989053599949,14.95,80.02708240748618,v2_team_first,False,backup,listed,2.0,2026,0.9347278110644162
00-0037197,Isiah Pacheco,RB,DET,5.670246819199216,0.3511147230481549,13.102491025734675,13.15,73.64478753248083,v2_team_first,True,backup,listed,2.0,2026,0.9876755367947112
00-0033881,Evan Engram,TE,DEN,5.59187809440882,1.906986009973282,11.065387607503776,14.5,77.87036831466573,v2_team_first,False,starter,starter,1.0,2026,0.960387572462879
00-0038994,Jordan Addison,WR,MIN,5.562743831192016,0.6228484218229664,13.412951208381248,14.8,77.06154759864087,v2_team_first,False,backup,listed,2.0,2026,0.9360239267240777
00-0040628,Drake Dabney,TE,GB,5.433088263667116,1.7491120154646638,10.906597776762071,9.75,49.847514038137994,v2_team_first,True,depth,listed,4.0,2026,0.9410054271642463
00-0036259,Jauan Jennings,WR,MIN,5.375041310796105,0.5977867160532688,13.22524868798534,14.9,74.96609712167881,v2_team_first,False,depth,listed,3.0,2026,0.9360452125108452
00-0040236,Kyle Monangai,RB,CHI,5.371421043365056,0.266734926743961,12.803665249900517,15.75,83.58913523312175,v2_team_first,False,backup,listed,2.0,2026,0.9880526286472592
00-0041483,Eli Stowers,TE,PHI,5.295126812348283,3.6532742797473343,10.76863632544324,15.0,75.29726050859625,rookie_rule,True,backup,listed,2.0,2026,0.9480070157212273
00-0037005,Tommy Tremble,TE,CAR,5.257830264516638,1.572938180081101,10.731339777611597,14.25,70.57045702265819,v2_team_first,False,starter,starter,1.0,2026,0.9418928577708943
00-0040388,Jakobie Keeney-James,WR,GB,5.227241880746853,1.1518427627300727,13.077449257936086,9.75,47.95920408515972,v2_team_first,True,depth,listed,9.0,2026,0.9410111180813107
00-0040867,Makai Lemon,WR,PHI,5.193670878360383,3.2622913690057365,13.043878255549616,15.0,73.85369179246361,rookie_rule,True,depth,listed,3.0,2026,0.9479960452144125
