player_id,position,attempts,carries,completions,interceptions,passing_tds,passing_yards,rushing_tds,rushing_yards,display_name,team,depth_rank,projected_games,fantasy_pts,fantasy_pts_season,rank
00-0034857,QB,24.20950956259102,7.545454545454546,14.581519920946658,0.5346716484349064,1.452570573755461,177.02675661775805,0.7545454545454546,36.303030303030305,Josh Allen,BUF,1.0,17.0,19.979585020438112,339.6529453474479,1
00-0036389,QB,22.295789109981794,9.777777777777779,13.782157579673726,0.38012813281155167,1.3377473465989076,154.60297637688038,0.8419861142538325,38.34920634920635,Jalen Hurts,PHI,1.0,17.0,19.661689496291373,334.24872143695336,2
00-0034796,QB,22.35372266004041,8.74137931034483,13.074346702495554,0.35220690090125073,1.3412233596024246,158.0103726172775,0.26212645226024783,49.12068965517241,Lamar Jackson,BAL,1.0,17.0,17.465722220377028,296.91727774640947,3
00-0039851,QB,28.059348046800572,4.811812082109134,19.03490026236671,0.601971542432401,1.5120438735459119,205.18294560644554,0.1944809650439916,26.312966690986407,Drake Maye,NE,1.0,17.0,16.84973269293926,286.4454557799674,4
00-0039732,QB,28.094323157929946,4.663057731414234,19.064461285095188,0.5586787696915523,1.5812191834968352,191.9593992368299,0.23446495690317518,20.591523399040934,Bo Nix,DEN,1.0,17.0,16.351837245400578,277.98123317180983,5
00-0036971,QB,26.95539635869565,4.057142857142857,18.04819552850515,0.5423798586589309,1.4392003562924507,186.403523936015,0.3540261984325469,18.65428571428571,Trevor Lawrence,JAX,1.0,17.0,16.117768427316395,274.0020632643787,6
00-0033077,QB,27.769221451133266,3.3051948051948052,18.648209955311682,0.6131756642004252,1.6661532870679958,204.69721108614118,0.12469261597594669,12.409090909090908,Dak Prescott,DAL,1.0,17.0,15.615215050081549,265.4586558513863,7
00-0039910,QB,23.78545140854853,7.883166078183265,14.18727204207031,0.47696272624466474,1.1117169183922488,157.99770946253417,0.32860762090773,37.696483306247885,Jayden Daniels,WAS,1.0,17.0,15.554144655652202,264.4204591460874,8
00-0035710,QB,24.81529106228663,5.802505667427322,16.059305096965712,0.44905936758417897,1.058683394981542,174.95562767667954,0.3816805954963328,28.496482811431726,Daniel Jones,IND,1.0,17.0,15.47457180594616,263.06772070108474,9
00-0039918,QB,27.043199264597472,4.259008545591897,17.396566643279588,0.3919312051465329,1.4102030052772159,188.7186650318042,0.10785405904200573,22.37535112397466,Caleb Williams,CHI,1.0,17.0,15.290355678737466,259.9360465385369,10
00-0036355,QB,27.958718143009268,4.1269841269841265,18.919703021930136,0.40449059070502164,1.5074180846281002,188.84393223650093,0.10636522072980713,18.714285714285715,Justin Herbert,LAC,1.0,17.0,15.28406834236981,259.8291618202868,11
00-0040691,QB,22.87412837349367,6.909550971029029,12.620389043200717,0.4626900991246739,0.8003968992242273,157.44976987890516,0.4656261314942325,37.52810019467572,Jaxson Dart,NYG,1.0,17.0,15.120765002236734,257.0530050380245,12
00-0037834,QB,25.627061933989804,3.601123595505618,18.01564580773198,0.6780139616132246,1.5376237160393882,181.46847196001184,0.23284549583312364,13.191011235955056,Brock Purdy,SF,1.0,17.0,14.769379917925825,251.07945860473902,13
00-0033873,QB,23.9347603811977,4.809523809523809,15.39435132805413,0.48578615409286807,1.4360856228718621,159.40872277095826,0.2107203717803936,23.428571428571427,Patrick Mahomes,KC,1.0,17.0,14.756298467679548,250.85707395055232,14
00-0035228,QB,22.1846461138376,5.210799070388867,12.708658308630945,0.43976948981624736,1.1728353871124886,143.36846977279538,0.30324994126836124,32.96184337981164,Kyler Murray,MIN,1.0,17.0,14.662225345320605,249.25783087045028,15
00-0034855,QB,26.306380837420562,3.4761904761904763,16.194817652615342,0.5778098938331633,1.5783828502452337,177.59641990732558,0.1004443158821039,16.063492063492063,Baker Mayfield,TB,1.0,17.0,14.470783511249461,246.00331969124085,16
