player_id,display_name,team,position,stat,pred_pg,pred_pg_low,pred_pg_high,pred_season,pred_season_low,pred_season_high,source,low_confidence,rookie_tier,interval_low_n_flag,season,team_changed,roster_status,depth_rank,role,formation_role,depth_chart_status,role_discount_applied,nfl_depth_rank,role_discount_factor,athletic_tier,team_pass_catch_ratio_pre_normalization,team_pass_catch_pre_normalization_flag,team_pass_catch_ratio,team_pass_catch_coherence_flag,receiving_share_capped,receiving_share_normalized,elite_correction_pg,projected_games,projected_games_raw,projected_volume_games,team_qb_raw_appearance_games,team_qb_volume_allocation_direction,team_qb_roster_resolved,qb_volume_games_scale,qb_volume_allocation_adjusted,team_pass_attempts_pg_pred,team_passing_yards_pg_pred,team_carries_pg_pred,team_rushing_yards_pg_pred,team_anchor_source_season,team_anchor_lag_team,team_anchor_provenance,wr_target_share,te_target_share,rb_target_share,mix_source,hierarchical_pass_scale,within_group_target_share,rb_carry_share,qb_carry_share,other_carry_share,rush_mix_source,hierarchical_rush_scale,within_group_carry_share,team_passing_volume_scale,team_qb_attempt_anchor_fully_allocated,team_rushing_volume_scale,team_pass_receive_count_scale,usage_share_blend_factor,team_unmodeled_qb_volume_games,team_unmodeled_qb_attempts_season,team_unmodeled_qb_completions_season,team_unmodeled_qb_passing_yards_season,team_unmodeled_qb_passing_tds_season,team_unmodeled_receiving_yards_season,team_unmodeled_receptions_season,team_unmodeled_receiving_tds_season,team_unmodeled_carries_season,team_unmodeled_rushing_yards_season,coherence_receiver_exposure_basis,target_depth_rank,rookie_depth_band,rookie_availability_cell_n,rookie_availability_fallback_used,rookie_vacancy_scale,rookie_id_unresolved,stat_constraint_applied
00-0039880,Malik Washington,MIA,WR,receiving_tds,0.18399763474506636,0.024827475042600997,0.42383250113374815,2.634611264196167,0.3554977513673702,6.068740411617431,veteran_model,False,,False,2026,False,ACT,3.0,starter,SWR,curated,False,1.0,1.0,,1.0690602622767127,False,0.9999999999999999,False,,,,14.318723541454712,14.318723541454712,14.318723541454712,14.799867691475033,upward,True,,False,32.35681053457549,214.6121451327766,26.7390775924456,118.26868781082811,2025.0,MIA,canonical_source_team_frame,0.6151188447505105,0.22957739664106316,0.15530375860842643,scheme_model,1.1531094507355153,0.18353549650566567,0.869794325017074,0.10596763896242888,0.024238036020497084,scheme_model,,,,True,,0.8750543904772159,,0.0,0.0,0.0,0.0,0.0,11.332224745926396,2.8134428697538283,0.16485573516813545,11.017746339289488,19.273327489997882,projected_games,,,,,,,False
00-0039880,Malik Washington,MIA,WR,receiving_yards,22.271106665370574,6.768971565634368,43.426869979510926,318.8938193036906,96.9230325082864,621.817345507316,veteran_model,False,,False,2026,False,ACT,3.0,starter,SWR,curated,False,1.0,1.0,,1.0690602622767127,False,0.9999999999999999,False,0.0,0.0,0.0,14.318723541454712,14.318723541454712,14.318723541454712,14.799867691475033,upward,True,,False,32.35681053457549,214.6121451327766,26.7390775924456,118.26868781082811,2025.0,MIA,canonical_source_team_frame,0.6151188447505105,0.22957739664106316,0.15530375860842643,scheme_model,1.1531094507355153,0.18353549650566567,0.869794325017074,0.10596763896242888,0.024238036020497084,scheme_model,,,0.9399585595486506,True,,,,0.0,0.0,0.0,0.0,0.0,11.332224745926396,2.8134428697538283,0.16485573516813545,11.017746339289488,19.273327489997882,projected_games,,,,,,,False
00-0039880,Malik Washington,MIA,WR,receptions,2.831818011716044,1.440269228752751,4.517120213933502,40.548019229473994,20.622816911774837,64.67939554683059,veteran_model,False,,False,2026,False,ACT,3.0,starter,SWR,curated,False,1.0,1.0,,1.0690602622767127,False,0.9999999999999999,False,,,,14.318723541454712,14.318723541454712,14.318723541454712,14.799867691475033,upward,True,,False,32.35681053457549,214.6121451327766,26.7390775924456,118.26868781082811,2025.0,MIA,canonical_source_team_frame,0.6151188447505105,0.22957739664106316,0.15530375860842643,scheme_model,1.1531094507355153,0.18353549650566567,0.869794325017074,0.10596763896242888,0.024238036020497084,scheme_model,,,,True,,1.0,,0.0,0.0,0.0,0.0,0.0,11.332224745926396,2.8134428697538283,0.16485573516813545,11.017746339289488,19.273327489997882,projected_games,,,,,,,False
00-0039880,Malik Washington,MIA,WR,targets,4.337000043697064,2.4889695966946337,6.725810188247723,62.10030462497527,35.63886755815649,96.30501667781863,veteran_model,False,,False,2026,False,ACT,3.0,starter,SWR,curated,False,1.0,1.0,,1.0690602622767127,False,0.9999999999999999,False,,,,14.318723541454712,14.318723541454712,14.318723541454712,14.799867691475033,upward,True,,False,32.35681053457549,214.6121451327766,26.7390775924456,118.26868781082811,2025.0,MIA,canonical_source_team_frame,0.6151188447505105,0.22957739664106316,0.15530375860842643,scheme_model,1.1531094507355153,0.18353549650566567,0.869794325017074,0.10596763896242888,0.024238036020497084,scheme_model,,,,True,,,,0.0,0.0,0.0,0.0,0.0,11.332224745926396,2.8134428697538283,0.16485573516813545,11.017746339289488,19.273327489997882,projected_games,,,,,,,False
00-0039884,Tahj Washington,MIA,WR,receiving_tds,0.11706629151826031,0.0,0.48577710129960355,0.2669209805878452,0.0,1.1076126060231937,veteran_model,True,,False,2026,False,ACT,,deep_bench,,deep_bench_discounted,True,8.0,0.94,,1.0690602622767127,False,0.9999999999999999,False,,,,2.280084020140077,2.280084020140077,2.280084020140077,14.799867691475033,upward,True,,False,32.35681053457549,214.6121451327766,26.7390775924456,118.26868781082811,2025.0,MIA,canonical_source_team_frame,0.6151188447505105,0.22957739664106316,0.15530375860842643,scheme_model,1.7727360735706439,0.011358589622118458,0.869794325017074,0.10596763896242888,0.024238036020497084,scheme_model,,,,True,,0.8750543904772159,,0.0,0.0,0.0,0.0,0.0,11.332224745926396,2.8134428697538283,0.16485573516813545,11.017746339289488,19.273327489997882,projected_games,,,,,,,False
00-0039884,Tahj Washington,MIA,WR,receiving_yards,10.811599764043274,0.0,43.335472295811385,24.651355854145297,0.0,98.80851788690256,veteran_model,True,,False,2026,False,ACT,,deep_bench,,deep_bench_discounted,True,8.0,0.94,,1.0690602622767127,False,0.9999999999999999,False,0.0,0.0,0.0,2.280084020140077,2.280084020140077,2.280084020140077,14.799867691475033,upward,True,,False,32.35681053457549,214.6121451327766,26.7390775924456,118.26868781082811,2025.0,MIA,canonical_source_team_frame,0.6151188447505105,0.22957739664106316,0.15530375860842643,scheme_model,1.7727360735706439,0.011358589622118458,0.869794325017074,0.10596763896242888,0.024238036020497084,scheme_model,,,0.9399585595486506,True,,,,0.0,0.0,0.0,0.0,0.0,11.332224745926396,2.8134428697538283,0.16485573516813545,11.017746339289488,19.273327489997882,projected_games,,,,,,,False
00-0039884,Tahj Washington,MIA,WR,receptions,0.8230979547590673,0.0,3.4140020591641496,1.8767324936561296,0.0,7.784211539825495,veteran_model,True,,False,2026,False,ACT,,deep_bench,,deep_bench_discounted,True,8.0,0.94,,1.0690602622767127,False,0.9999999999999999,False,,,,2.280084020140077,2.280084020140077,2.280084020140077,14.799867691475033,upward,True,,False,32.35681053457549,214.6121451327766,26.7390775924456,118.26868781082811,2025.0,MIA,canonical_source_team_frame,0.6151188447505105,0.22957739664106316,0.15530375860842643,scheme_model,1.7727360735706439,0.011358589622118458,0.869794325017074,0.10596763896242888,0.024238036020497084,scheme_model,,,,True,,1.0,,0.0,0.0,0.0,0.0,0.0,11.332224745926396,2.8134428697538283,0.16485573516813545,11.017746339289488,19.273327489997882,projected_games,,,,,,,False
00-0039884,Tahj Washington,MIA,WR,targets,1.6855716483714824,0.0,5.358015676521037,3.843244980252986,0.0,12.216725923695643,veteran_model,True,,False,2026,False,ACT,,deep_bench,,deep_bench_discounted,True,8.0,0.94,,1.0690602622767127,False,0.9999999999999999,False,,,,2.280084020140077,2.280084020140077,2.280084020140077,14.799867691475033,upward,True,,False,32.35681053457549,214.6121451327766,26.7390775924456,118.26868781082811,2025.0,MIA,canonical_source_team_frame,0.6151188447505105,0.22957739664106316,0.15530375860842643,scheme_model,1.7727360735706439,0.011358589622118458,0.869794325017074,0.10596763896242888,0.024238036020497084,scheme_model,,,,True,,,,0.0,0.0,0.0,0.0,0.0,11.332224745926396,2.8134428697538283,0.16485573516813545,11.017746339289488,19.273327489997882,projected_games,,,,,,,False
00-0040311,Theo Wease Jr.,MIA,WR,receiving_tds,0.3413376623820228,0.09663696743881535,0.710048472163366,1.040999968049935,0.2947201293704871,2.165481628009469,veteran_model,True,,False,2026,False,ACT,,deep_bench,,deep_bench_discounted,True,7.0,0.94,,1.0690602622767127,False,0.9999999999999999,False,,,,3.0497659144476565,3.0497659144476565,3.0497659144476565,14.799867691475033,upward,True,,False,32.35681053457549,214.6121451327766,26.7390775924456,118.26868781082811,2025.0,MIA,canonical_source_team_frame,0.6151188447505105,0.22957739664106316,0.15530375860842643,scheme_model,1.772736073570644,0.05791166949188057,0.869794325017074,0.10596763896242888,0.024238036020497084,scheme_model,,,,True,,0.8750543904772159,,0.0,0.0,0.0,0.0,0.0,11.332224745926396,2.8134428697538283,0.16485573516813545,11.017746339289488,19.273327489997882,projected_games,,,,,,,False
00-0040311,Theo Wease Jr.,MIA,WR,receiving_yards,47.84065389820144,24.008402682899156,80.36452642996954,145.90279558362215,73.22000816263952,245.09299343684893,veteran_model,True,,False,2026,False,ACT,,deep_bench,,deep_bench_discounted,True,7.0,0.94,,1.0690602622767127,False,0.9999999999999999,False,0.0,0.0,0.0,3.0497659144476565,3.0497659144476565,3.0497659144476565,14.799867691475033,upward,True,,False,32.35681053457549,214.6121451327766,26.7390775924456,118.26868781082811,2025.0,MIA,canonical_source_team_frame,0.6151188447505105,0.22957739664106316,0.15530375860842643,scheme_model,1.772736073570644,0.05791166949188057,0.869794325017074,0.10596763896242888,0.024238036020497084,scheme_model,,,0.9399585595486506,True,,,,0.0,0.0,0.0,0.0,0.0,11.332224745926396,2.8134428697538283,0.16485573516813545,11.017746339289488,19.273327489997882,projected_games,,,,,,,False
00-0040311,Theo Wease Jr.,MIA,WR,receptions,3.8322737764138983,1.6929723214489187,6.423177880818981,11.687537938138707,5.163169280058233,19.589188963355863,veteran_model,True,,False,2026,False,ACT,,deep_bench,,deep_bench_discounted,True,7.0,0.94,,1.0690602622767127,False,0.9999999999999999,False,,,,3.0497659144476565,3.0497659144476565,3.0497659144476565,14.799867691475033,upward,True,,False,32.35681053457549,214.6121451327766,26.7390775924456,118.26868781082811,2025.0,MIA,canonical_source_team_frame,0.6151188447505105,0.22957739664106316,0.15530375860842643,scheme_model,1.772736073570644,0.05791166949188057,0.869794325017074,0.10596763896242888,0.024238036020497084,scheme_model,,,,True,,1.0,,0.0,0.0,0.0,0.0,0.0,11.332224745926396,2.8134428697538283,0.16485573516813545,11.017746339289488,19.273327489997882,projected_games,,,,,,,False
00-0040311,Theo Wease Jr.,MIA,WR,targets,6.425001573433955,3.5839267419264718,10.09744560158351,19.59475079893144,10.930137617404796,30.794845418698802,veteran_model,True,,False,2026,False,ACT,,deep_bench,,deep_bench_discounted,True,7.0,0.94,,1.0690602622767127,False,0.9999999999999999,False,,,,3.0497659144476565,3.0497659144476565,3.0497659144476565,14.799867691475033,upward,True,,False,32.35681053457549,214.6121451327766,26.7390775924456,118.26868781082811,2025.0,MIA,canonical_source_team_frame,0.6151188447505105,0.22957739664106316,0.15530375860842643,scheme_model,1.772736073570644,0.05791166949188057,0.869794325017074,0.10596763896242888,0.024238036020497084,scheme_model,,,,True,,,,0.0,0.0,0.0,0.0,0.0,11.332224745926396,2.8134428697538283,0.16485573516813545,11.017746339289488,19.273327489997882,projected_games,,,,,,,False
00-0041158,Donaven McCulley,MIA,WR,receiving_tds,0.045208806509485104,0.0,0.22160578347647605,0.029769964470258183,0.0,0.14592723873642374,rookie_rule,True,udfa,False,2026,False,,,deep_bench,,deep_bench_discounted,False,12.0,1.0,no_data,1.0690602622767127,False,0.9999999999999999,False,,,,0.6584992343032159,0.6584992343032159,0.6584992343032159,14.799867691475033,upward,True,,False,32.35681053457549,214.6121451327766,26.7390775924456,118.26868781082811,2025.0,MIA,canonical_source_team_frame,0.6151188447505105,0.22957739664106316,0.15530375860842643,scheme_model,1.7727360735706437,0.0039440643746184315,0.869794325017074,0.10596763896242888,0.024238036020497084,scheme_model,,,,True,,0.8750543904772159,,0.0,0.0,0.0,0.0,0.0,11.332224745926396,2.8134428697538283,0.16485573516813545,11.017746339289488,19.273327489997882,projected_games,,off_chart,653.0,False,1.0,False,False
00-0041158,Donaven McCulley,MIA,WR,receiving_yards,13.57699387342261,0.0,38.885346466609995,8.940440069788242,0.0,25.605970873877943,rookie_rule,True,udfa,False,2026,False,,,deep_bench,,deep_bench_discounted,False,12.0,1.0,no_data,1.0690602622767127,False,0.9999999999999999,False,,,,0.6584992343032159,0.6584992343032159,0.6584992343032159,14.799867691475033,upward,True,,False,32.35681053457549,214.6121451327766,26.7390775924456,118.26868781082811,2025.0,MIA,canonical_source_team_frame,0.6151188447505105,0.22957739664106316,0.15530375860842643,scheme_model,1.7727360735706437,0.0039440643746184315,0.869794325017074,0.10596763896242888,0.024238036020497084,scheme_model,,,0.9399585595486506,True,,,,0.0,0.0,0.0,0.0,0.0,11.332224745926396,2.8134428697538283,0.16485573516813545,11.017746339289488,19.273327489997882,projected_games,,off_chart,653.0,False,1.0,False,False
00-0041158,Donaven McCulley,MIA,WR,receptions,1.12935675707806,0.0,3.400430104758234,0.7436805597910655,0.0,2.2391806202849014,rookie_rule,True,udfa,False,2026,False,,,deep_bench,,deep_bench_discounted,False,12.0,1.0,no_data,1.0690602622767127,False,0.9999999999999999,False,,,,0.6584992343032159,0.6584992343032159,0.6584992343032159,14.799867691475033,upward,True,,False,32.35681053457549,214.6121451327766,26.7390775924456,118.26868781082811,2025.0,MIA,canonical_source_team_frame,0.6151188447505105,0.22957739664106316,0.15530375860842643,scheme_model,1.7727360735706437,0.0039440643746184315,0.869794325017074,0.10596763896242888,0.024238036020497084,scheme_model,,,,True,,1.0,,0.0,0.0,0.0,0.0,0.0,11.332224745926396,2.8134428697538283,0.16485573516813545,11.017746339289488,19.273327489997882,projected_games,,off_chart,653.0,False,1.0,False,False
00-0041158,Donaven McCulley,MIA,WR,targets,2.0265735964423737,0.0,5.318208220711931,1.3344971615164174,0.0,3.5020360412038745,rookie_rule,True,udfa,False,2026,False,,,deep_bench,,deep_bench_discounted,False,12.0,1.0,no_data,1.0690602622767127,False,0.9999999999999999,False,,,,0.6584992343032159,0.6584992343032159,0.6584992343032159,14.799867691475033,upward,True,,False,32.35681053457549,214.6121451327766,26.7390775924456,118.26868781082811,2025.0,MIA,canonical_source_team_frame,0.6151188447505105,0.22957739664106316,0.15530375860842643,scheme_model,1.7727360735706437,0.0039440643746184315,0.869794325017074,0.10596763896242888,0.024238036020497084,scheme_model,,,,True,,,,0.0,0.0,0.0,0.0,0.0,11.332224745926396,2.8134428697538283,0.16485573516813545,11.017746339289488,19.273327489997882,projected_games,,off_chart,653.0,False,1.0,False,False
00-0041523,Caleb Douglas,MIA,WR,receiving_tds,0.3953881071072629,0.0,1.0988629554111948,5.468292122823089,0.0,15.197482005969922,rookie_rule,True,drafted,False,2026,False,,2.0,starter,,rookie_path,False,4.0,1.0,above_median,1.0690602622767127,False,0.9999999999999999,False,,,,13.830188679245284,13.830188679245284,13.830188679245284,14.799867691475033,upward,True,,False,32.35681053457549,214.6121451327766,26.7390775924456,118.26868781082811,2025.0,MIA,canonical_source_team_frame,0.6151188447505105,0.22957739664106316,0.15530375860842643,scheme_model,1.7727360735706443,0.354019657989482,0.869794325017074,0.10596763896242888,0.024238036020497084,scheme_model,,,,True,,0.8750543904772159,,0.0,0.0,0.0,0.0,0.0,11.332224745926396,2.8134428697538283,0.16485573516813545,11.017746339289488,19.273327489997882,projected_games,2.0,rank_2,53.0,False,1.3206131978293425,False,False
00-0041523,Caleb Douglas,MIA,WR,receiving_yards,65.56655342248106,12.350286672341301,133.28149732711495,906.7978048807287,170.80679492124858,1843.3082554863256,rookie_rule,True,drafted,False,2026,False,,2.0,starter,,rookie_path,False,4.0,1.0,above_median,1.0690602622767127,False,0.9999999999999999,False,,,,13.830188679245284,13.830188679245284,13.830188679245284,14.799867691475033,upward,True,,False,32.35681053457549,214.6121451327766,26.7390775924456,118.26868781082811,2025.0,MIA,canonical_source_team_frame,0.6151188447505105,0.22957739664106316,0.15530375860842643,scheme_model,1.7727360735706443,0.354019657989482,0.869794325017074,0.10596763896242888,0.024238036020497084,scheme_model,,,0.9399585595486506,True,,,,0.0,0.0,0.0,0.0,0.0,11.332224745926396,2.8134428697538283,0.16485573516813545,11.017746339289488,19.273327489997882,projected_games,2.0,rank_2,53.0,False,1.3206131978293425,False,False
00-0041523,Caleb Douglas,MIA,WR,receptions,5.340716747777143,1.264193273713803,10.255767933003229,73.86312030416313,17.484031502494673,141.83920556398806,rookie_rule,True,drafted,False,2026,False,,2.0,starter,,rookie_path,False,4.0,1.0,above_median,1.0690602622767127,False,0.9999999999999999,False,,,,13.830188679245284,13.830188679245284,13.830188679245284,14.799867691475033,upward,True,,False,32.35681053457549,214.6121451327766,26.7390775924456,118.26868781082811,2025.0,MIA,canonical_source_team_frame,0.6151188447505105,0.22957739664106316,0.15530375860842643,scheme_model,1.7727360735706443,0.354019657989482,0.869794325017074,0.10596763896242888,0.024238036020497084,scheme_model,,,,True,,1.0,,0.0,0.0,0.0,0.0,0.0,11.332224745926396,2.8134428697538283,0.16485573516813545,11.017746339289488,19.273327489997882,projected_games,2.0,rank_2,53.0,False,1.3206131978293425,False,False
