player_id,position,season,fantasy_pts,fantasy_pts_low_raw,fantasy_pts_low,fantasy_pts_high,fantasy_low_floor_applied,pg_attempts,pg_carries,pg_completions,pg_interceptions,pg_passing_tds,pg_passing_yards,pg_receiving_tds,pg_receiving_yards,pg_receptions,pg_rushing_tds,pg_rushing_yards,pg_targets,any_stat_low_n_flag,any_receiving_share_capped,any_receiving_share_normalized,display_name,team,source,low_confidence,rookie_tier,team_changed,roster_status,depth_rank,role,formation_role,depth_chart_status,projected_games,projected_games_raw,role_discount_factor,role_discount_applied,nfl_depth_rank,projected_volume_games,athletic_tier,target_depth_rank,rookie_depth_band,rookie_vacancy_scale,rookie_id_unresolved,rookie_availability_cell_n,rookie_availability_fallback_used,team_pass_attempts_pg_pred,team_passing_yards_pg_pred,team_carries_pg_pred,team_rushing_yards_pg_pred,team_anchor_source_season,team_anchor_lag_team,team_anchor_provenance,fantasy_pts_season,fantasy_pts_season_low,fantasy_pts_season_high,team_identity_scale
00-0033106,QB,2026,13.846862860220497,6.340665107702567,6.340665107702567,23.947792679749966,False,30.30885059827637,1.596428071496497,20.107458704011048,0.6852083841399293,1.4459208049430026,216.43199176369788,,,,0.0615084739315944,4.072658945908659,,False,False,False,Jared Goff,DET,veteran_model,False,,False,ACT,1.0,starter,,curated,15.174676628525294,15.174676628525294,1.0,False,1.0,15.174676628525294,,,,,,,,33.92979712201368,246.18859977155995,26.79038838236451,118.19015619651694,2025.0,DET,canonical_source_team_frame,216.84463969850898,129.2176900309593,344.1785697365661,1.0319956223266324
00-0035700,RB,2026,13.72097585517403,9.129980606405983,9.129980606405983,20.129081988431448,False,,14.537639926256826,,,,,0.1022561319551724,18.61187300448723,2.8261400076582257,0.5330984909975905,66.34590813179616,3.522954214900689,False,False,False,Josh Jacobs,GB,veteran_model,False,,False,ACT,1.0,starter,,curated,13.409095438150018,13.409095438150018,1.0,False,1.0,13.409095438150018,,,,,,,,32.63743765242263,227.66151029204215,27.533819286041897,118.4027815738584,2025.0,GB,canonical_source_team_frame,189.91723214242424,125.92251360166847,279.4140702333843,1.032238112866074
00-0038120,RB,2026,13.647532597719009,9.173246107765017,9.173246107765017,20.055638730976426,False,,14.966123231991029,,,,,0.0516664383202254,20.410387630861603,2.356037521125252,0.5355701793917603,69.05055367798307,3.003507739709311,False,False,False,Breece Hall,NYJ,veteran_model,False,,False,ACT,1.0,starter,,curated,14.64440575098829,14.64440575098829,1.0,False,1.0,14.64440575098829,,,,,,,,32.40798584142275,201.1286429616928,27.4687300259872,119.28333380861694,2025.0,NYJ,canonical_source_team_frame,196.46804672732674,132.2773719899343,288.16510922576805,0.983028329575637
00-0036900,WR,2026,13.511291552405423,10.531179744357745,10.531179744357745,17.620045634492545,False,,,,,,,0.5417622157871591,72.2255036496583,6.076335785433276,,,9.011406894705631,False,False,False,Ja'Marr Chase,CIN,veteran_model,False,,False,ACT,1.0,starter,LWR,curated,14.81249136477743,14.81249136477743,1.0,False,1.0,14.81249136477743,,,,,,,,35.761155714222895,238.6430156013012,25.12023465395161,107.36930606582474,2025.0,CIN,canonical_source_team_frame,255.49425842570665,199.36438505137755,332.72906427068335,1.2766039071336694
00-0034796,QB,2026,13.493672919776502,5.030787662135438,5.030787662135438,23.553050110460738,False,22.333715513139094,4.422580581350364,13.06264483166653,0.4966612462340904,1.1693004410553465,161.598796603169,,,,0.1130676329087628,26.67435986443961,,False,False,False,Lamar Jackson,BAL,veteran_model,False,,False,ACT,1.0,starter,,curated,13.3877954160184,13.3877954160184,1.0,False,1.0,13.3877954160184,,,,,,,,31.3716833460928,213.64210242557775,28.058067379544,132.6208163798309,2025.0,BAL,canonical_source_team_frame,183.96202719968653,93.92162096644863,295.59863524114,1.0183309436952401
00-0032764,RB,2026,13.471087425517936,9.025542806411412,9.025542806411412,19.879193558775356,False,,13.494562787636148,,,,,0.0468761265123142,13.126606316276922,1.806232168331234,0.6350480711989938,71.63765523456777,2.224155004405913,False,False,False,Derrick Henry,BAL,veteran_model,False,,False,ACT,1.0,starter,,curated,15.041647400656554,15.041647400656554,1.0,False,1.0,15.041647400656554,,,,,,,,31.3716833460928,213.64210242557775,28.058067379544,132.6208163798309,2025.0,BAL,canonical_source_team_frame,200.99919586643585,134.9176338757386,296.1757702065141,0.9919647998433638
00-0037834,QB,2026,13.38832929445325,4.993867910559497,4.993867910559497,23.48925911398272,False,22.907342626047747,3.011113008797006,16.103702102497962,0.6156405197301839,1.3324698368276082,190.6287654261733,,,,0.1338385923446456,8.61548815488379,,False,False,False,Brock Purdy,SF,veteran_model,False,,False,ACT,1.0,starter,,curated,15.690176660849977,15.690176660849977,1.0,False,1.0,15.690176660849977,,,,,,,,34.24811794566182,240.1230793683237,26.942362571611483,112.8480179305098,2025.0,SF,canonical_source_team_frame,189.14607745285488,96.75715340301406,307.15113891952996,0.900415827038754
00-0040743,QB,2026,13.276352220266766,4.484824419419308,4.484824419419308,23.377282039796228,False,28.269970942707165,3.7263010137217583,17.883683807190597,0.5920227070205085,1.0779849729289708,189.5271364734735,,,,0.21684774022761,12.66285842287298,,False,False,False,Tyler Shough,NO,veteran_model,False,,False,ACT,1.0,starter,,curated,13.289163281527776,13.289163281527776,1.0,False,1.0,13.289163281527776,,,,,,,,34.20105181449663,231.16042627321303,26.953986866698717,109.11968596923658,2025.0,NO,canonical_source_team_frame,173.29388659216656,82.87557799674964,281.05132543848583,0.9822156256315381
00-0036963,WR,2026,13.235404826365375,10.255293018317698,10.255293018317698,17.3441589084525,False,,,,,,,0.5484193874478958,71.93215339253915,5.503346324848172,,,8.448508509969034,False,False,False,Amon-Ra St. Brown,DET,veteran_model,False,,False,ACT,2.0,starter,RWR,curated,14.391730142064066,14.391730142064066,1.0,False,1.0,14.391730142064066,,,,,,,,33.92979712201368,246.18859977155995,26.79038838236451,118.19015619651694,2025.0,DET,canonical_source_team_frame,186.13792790721615,144.19650266178985,243.9244109347158,0.9772026557363959
00-0038597,RB,2026,13.123099201586164,8.532103952818115,8.532103952818115,19.531205334843584,False,,13.582895524965764,,,,,0.1001101077988501,24.376769122044752,3.0829078770393865,0.4069889056438855,61.013742702055815,3.9832755423656536,False,False,False,Chase Brown,CIN,veteran_model,False,,False,ACT,1.0,starter,,curated,14.644053408473052,14.644053408473052,1.0,False,1.0,14.644053408473052,,,,,,,,35.761155714222895,238.6430156013012,25.12023465395161,107.36930606582474,2025.0,CIN,canonical_source_team_frame,211.40015477479614,138.29446710424162,313.8954833167166,1.1000377396071768
00-0039910,QB,2026,12.909460106531007,4.117932305683551,4.117932305683551,22.972574034656194,False,23.94131873836464,6.440275807116136,14.280241991330028,0.4985296149545673,0.8649427744424528,156.75549958461116,,,,0.2120926979534429,29.03972067565226,,False,False,False,Jayden Daniels,WAS,veteran_model,False,,False,ACT,1.0,starter,,curated,11.04053840293722,11.04053840293722,1.0,False,1.0,11.04053840293722,,,,,,,,32.67019161591956,214.9395285925804,27.26986368464489,124.1188052104396,2025.0,WAS,canonical_source_team_frame,148.92438107206374,68.12961784358087,244.39307221050473,1.0448825380279516
00-0039150,QB,2026,12.810906435429645,4.042810391063837,4.042810391063837,22.911836254959116,False,24.97887721486901,2.940110676138432,16.55287749358666,0.5370936955205775,1.0949261925089362,184.09983880046448,,,,0.163936097362887,11.57778920239155,,False,False,False,Bryce Young,CAR,veteran_model,False,,False,ACT,1.0,starter,,curated,14.190156731411273,14.190156731411273,1.0,False,1.0,14.190156731411273,,,,,,,,33.08175557965288,214.53923085029223,26.97977516063293,116.45258332427316,2025.0,CAR,canonical_source_team_frame,175.4455910461431,80.81570878563936,288.72054629139836,0.9651068702570985
00-0034869,QB,2026,12.565556627530842,5.320263224500191,5.320263224500191,22.55689697644386,False,27.237576858907616,1.5092548181912688,17.430697390764163,0.4626428253484794,1.2986485129720151,194.52089594116467,,,,0.042592907841618,2.5985494164344627,,False,False,False,Sam Darnold,SEA,veteran_model,False,,False,ACT,1.0,starter,,curated,13.45130991766501,13.45130991766501,1.0,False,1.0,13.45130991766501,,,,,,,,32.225845759159824,233.1409897885389,27.9379864119506,119.71889503194852,2025.0,SEA,canonical_source_team_frame,171.47815557269223,97.30286038659702,282.6462534652826,1.0145243915560713
00-0037744,TE,2026,12.546334148020353,10.331157295539633,10.331157295539633,15.545041582895958,False,,,,,,,0.5644223977901156,59.782216441866936,6.363156234185933,,,8.740875674592212,False,False,False,Trey McBride,ARI,veteran_model,False,,False,ACT,1.0,starter,,curated,14.586091028065104,14.586091028065104,1.0,False,1.0,14.586091028065104,,,,,,,,36.21396386313722,240.76907152016224,24.98965667674017,107.79270996792926,2025.0,ARI,canonical_source_team_frame,191.8588273988903,158.33507596609797,237.52611863609297,1.048397595681039
00-0037247,WR,2026,12.520262231079595,9.540150423031918,9.540150423031918,16.629016313166723,False,,,,,,,0.4806701353087085,71.16881750203711,5.038719338047267,,,7.682936699116603,False,False,False,George Pickens,DAL,veteran_model,False,,False,ACT,1.0,starter,LWR,curated,14.555451760236233,14.555451760236233,1.0,False,2.0,14.555451760236233,,,,,,,,34.848900159202955,250.0561914085082,26.916637322594877,120.71500490898477,2025.0,DAL,canonical_source_team_frame,189.42021227142556,144.0801083468051,251.9815482836641,1.0394107511452786
00-0037238,WR,2026,12.477237542699033,9.497125734651355,9.497125734651355,16.585991624786153,False,,,,,,,0.5707777382315569,63.73342605832467,5.35845701495445,,,8.73457461492794,False,False,False,Drake London,ATL,veteran_model,False,,False,ACT,1.0,starter,LWR,curated,14.303243311446778,14.303243311446778,1.0,False,1.0,14.303243311446778,,,,,,,,33.103579364958776,223.6760928436624,27.565529595779655,121.0212845239931,2025.0,ATL,canonical_source_team_frame,175.74092887775092,134.10883682087876,232.8797718406892,0.9847363007135694
