season,week,gsis_id,player_name,position,team,is_rookie,attempts,completions,passing_yards,passing_tds,interceptions,carries,rushing_yards,rushing_tds,targets,receptions,receiving_yards,receiving_tds,fantasy_points,floor,ceiling,pred_target_share,pred_carry_share,pred_dropback_share,depth_rank,is_out,is_doubtful,is_questionable,play_prob,injury_status,projected_games_estimate,pred_rookie_fp_pg,games_played_prior,veteran_weight,fantasy_points_veteran
2026,1,00-0039910,Jayden Daniels,QB,WAS,0,30.00580569469221,19.50377370154994,207.22244697201666,1.2313720957052523,0.7619940540902299,6.808251976290698,35.47130991385606,0.29411586399953854,0.0,0.0,0.0,0.0,17.002224328904056,8.537371387727587,25.815974328904055,0.0,0.24,0.97,1.0,false,false,false,1.0,,15.0,,,1.0,17.002224328904056
2026,1,00-0035710,Daniel Jones,QB,IND,0,33.366478127477855,21.688210782860608,249.48302348471353,1.5021133657360044,0.8179828429496232,3.181738072481696,12.461740832417401,0.2054590444692151,0.0,0.0,0.0,0.0,16.830737066490343,8.365884125313874,25.644487066490342,0.0,0.12346149055569927,0.97,1.0,false,false,false,1.0,,15.0,,,1.0,16.830737066490343
2026,1,00-0026498,Matthew Stafford,QB,LA,0,34.0214026927994,22.11391175031961,263.4921475135154,1.7888744594378938,0.8230949383628245,1.508011793431214,5.090263372835605,0.015248256646766089,0.0,0.0,0.0,0.0,16.649509738730703,8.184656797554235,25.463259738730706,0.0,0.05600593332772374,0.97,1.0,false,false,false,1.0,,15.75,,,1.0,16.649509738730703
2026,1,00-0038128,Malik Willis,QB,MIA,0,30.11268579996778,19.57324576997906,226.8395797565796,1.0412344607398731,0.7449114720548705,6.0452725267382545,32.00066400915372,0.25197553498741854,0.0,0.0,0.0,0.0,16.460617699952817,7.995764758776348,25.27436769995282,0.0,0.2158619500555478,0.97,1.0,false,false,false,1.0,,15.0,,,1.0,16.460617699952817
2026,1,00-0039918,Caleb Williams,QB,CHI,0,32.673603849442145,21.237842502137394,221.28405010006577,1.6526109025247409,1.143694463497431,3.9946149076842836,27.962304353789985,0.05008808066763052,0.0,0.0,0.0,0.0,16.271175606491514,7.8063226653150455,25.084925606491517,0.0025951557093425604,0.1418062151609036,0.97,1.0,false,false,false,1.0,,15.95,,,1.0,16.271175606491514
2026,1,00-0039163,C.J. Stroud,QB,HOU,0,32.49670868323109,21.12286064410021,239.14893140619373,1.3880276512475234,0.8970668280677826,3.242920921012619,14.542001724348319,0.22161306274609832,0.0,0.0,0.0,0.0,16.1078127540137,7.642959812837232,24.9215627540137,0.0,0.12274322228878662,0.97,1.0,false,false,false,1.0,,15.0,,,1.0,16.1078127540137
2026,1,00-0034869,Sam Darnold,QB,SEA,0,29.950060115171514,19.467539074861484,228.85004206623768,1.4920942673878266,0.6292922385258906,3.4984284126218124,14.617025295049636,0.08065246520253135,0.0,0.0,0.0,0.0,15.809411595869184,7.344558654692715,24.623161595869185,0.0,0.11778880691166563,0.97,1.0,false,false,false,1.0,,15.65,,,1.0,15.809411595869184
2026,1,00-0023459,Aaron Rodgers,QB,PIT,0,32.923793030636965,21.400465469914028,231.3813135716626,1.4306949834907392,0.5559010835969137,1.4984251598950555,3.9595919357940503,0.169178562730508,0.0,0.0,0.0,0.0,15.277260879598087,6.812407938421618,24.091010879598088,0.004545454545454545,0.05438177791718801,0.97,1.0,false,false,false,1.0,,15.0,,,1.0,15.277260879598087
2026,1,00-0039732,Bo Nix,QB,DEN,0,32.70976604030755,21.261347926199907,200.4094585308788,1.2457319489429324,0.6761558112988432,5.0936216664556495,18.82177093894116,0.2908528411496296,0.0,0.0,0.0,0.0,15.27428865520109,6.809435714024621,24.08803865520109,0.0012254901960784314,0.19749406276386017,0.97,1.0,false,false,false,1.0,,15.95,,,1.0,15.27428865520109
2026,1,00-0033119,Jacoby Brissett,QB,ARI,0,35.863538514166855,23.311300034208458,234.7776845144918,1.2630362744102572,0.949422112851736,2.9771296873596667,14.669195568905028,0.05947248933007373,0.0,0.0,0.0,0.0,14.368162745388174,5.903309804211705,23.181912745388175,0.0,0.13513265772108418,0.97,1.0,false,false,false,1.0,,15.0,,,1.0,14.368162745388174
2026,1,00-0036264,Jordan Love,QB,GB,0,30.53639257354558,19.848655172804627,218.65244053518228,1.3748184180421228,0.8181448463220905,3.0425958370984265,14.381288118830275,0.052082982725820785,0.0,0.0,0.0,0.0,14.359708309169553,5.894855367993085,23.173458309169554,0.0,0.1066657799885525,0.97,1.0,false,false,false,1.0,,15.1,,,1.0,14.359708309169553
2026,1,00-0040676,Cam Ward,QB,TEN,0,32.307327151950005,20.999762648767504,225.61886344547815,1.0971752006466444,0.707496062548222,2.5728785052505687,10.306705605972189,0.20922098132870282,0.0,0.0,0.0,0.0,14.284459663878698,5.819606722702229,23.0982096638787,0.0,0.09495056598874116,0.97,1.0,false,false,false,1.0,,15.75,,,1.0,14.284459663878698
2026,1,00-0029604,Kirk Cousins,QB,LV,0,32.80062016976269,21.320403110345747,219.8672307201595,1.3780355500131884,0.7420179376306957,1.4949084555589807,4.963886401876626,0.08199471348338828,0.0,0.0,0.0,0.0,13.811152474685736,5.346299533509267,22.624902474685737,0.0,0.05527344608377803,0.97,1.0,false,false,false,1.0,,15.0,,,1.0,13.811152474685736
2026,1,00-0033537,Deshaun Watson,QB,CLE,0,32.00663317457944,20.804311563476638,197.38968480620514,0.9926856986963691,0.7623889551095377,4.822449886024181,21.803778025590187,0.17911507908254864,0.0,0.0,0.0,0.0,13.596620553868917,5.131767612692448,22.410370553868916,0.0,0.1887672806423544,0.97,1.0,false,false,false,1.0,,15.0,,,1.0,13.596620553868917
2026,1,00-0036212,Tua Tagovailoa,QB,ATL,0,30.951570328265785,20.11852071337276,220.3637502577855,1.1672367696429968,0.8671855301355816,1.602546323572001,5.600518655819442,0.035027288013081304,0.0,0.0,0.0,0.0,12.519341622272675,4.054488681096206,21.333091622272676,0.0,0.057896513379636735,0.97,1.0,false,false,false,1.0,,15.0,,,1.0,12.519341622272675
2026,1,00-0030565,Geno Smith,QB,NYJ,0,29.652520329315895,19.27413821405533,202.28381972518488,1.046382057866983,0.6981669844966013,3.5195758469071934,11.601855374019468,0.05353300558243885,0.0,0.0,0.0,0.0,12.361930622378704,3.8970776812022354,21.175680622378707,0.0,0.12465377619803113,0.97,1.0,false,false,false,1.0,,15.3,,,1.0,12.361930622378704
2026,1,00-0041251,Jalon Daniels,QB,TB,1,0.3462389116377651,0.22505529256454732,2.4749050004936897,0.017566391222411163,0.008584893931632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1497674970461276,2.997675519999999,11.963517497046128,0.03507,0.0,0.010000000000000009,2.0,false,false,false,1.0,,15.0,9.2795990235979,0.0,0.57176064,0.15209197704612823
2026,1,00-0041562,Fernando Mendoza,QB,LV,1,0.3381507233996156,0.21979797020975014,2.369093627621014,0.014804406995267734,0.007867723424316504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.135921446237278,2.9976755199999996,11.949671446237279,0.03507,0.0,0.010000000000000009,2.0,false,false,false,1.0,,15.0,15.917975207207325,0.0,0.57176064,0.1382459262372785
2026,1,00-0041056,Cade Klubnik,QB,NYJ,1,0.3056960858692363,0.1987024558150036,2.101777430909639,0.011014583255564689,0.007704842865165445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.747193742107115,2.6344739975788016,11.560943742107115,0.03507,0.0,0.010000000000000009,2.0,false,false,false,1.0,,15.0,6.26459237384198,0.0,0.57176064,0.11271974452831343
2026,1,00-0041414,Matthew Caldwell,QB,LA,1,0.35073611023504564,0.22797847165277968,2.5227407080500184,0.016633463288789938,0.008111979291517465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4941275228941258,1.3429080000000002,10.307877522894126,0.01612274112,0.0,0.010000000000000009,,false,false,false,1.0,,12.0,10.100842578721068,0.0,0.808156,0.15121952289412555
2026,1,00-0040985,Diego Pavia,QB,BAL,1,0.184848204307833,0.12015133280009145,1.3497750547267209,0.010065706807118019,0.004314100542292854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3669376819912822,1.281312053658327,10.180687681991284,0.01612274112,0.0,0.006000000000000005,,false,false,false,1.0,,15.0,6.7645525359158185,0.0,0.808156,0.0856256283329552
2026,1,00-0041453,Luke Altmyer,QB,DET,1,0.5360671245785158,0.34844363097603526,3.901640820310726,0.02951850857800177,0.012803606836647174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.155228523451142,0.9066960700000001,9.968978523451142,0.016112159999999997,0.0,0.015000000000000013,3.0,false,false,false,1.0,,15.0,8.222624379235048,0.0,0.87047199,0.2485324534511418
2026,1,00-0041568,Ty Simpson,QB,LA,1,0.35073611023504564,0.22797847165277968,2.5217973128708646,0.01665826181589066,0.008059052736567752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.058082904305262,0.9066960700000002,9.871832904305263,0.016112159999999997,0.0,0.010000000000000009,3.0,false,false,false,1.0,,15.0,12.623206133138746,0.0,0.87047199,0.15138683430526173
2026,1,00-0041149,Haynes King,QB,CAR,1,0.3355739438984693,0.21812306353400504,2.371060939664768,0.015384399392357077,0.00824334408664213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.046589416982735,0.9066960700000002,9.860339416982736,0.016112159999999997,0.0,0.010000000000000009,3.0,false,false,false,1.0,,15.0,9.413434177940353,0.0,0.87047199,0.13989334698273476
2026,1,00-0041561,Carson Beck,QB,ARI,1,0.3697272011769782,0.24032268076503585,2.4556310559433108,0.01207827708832312,0.010264548972157922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0327053226467091,0.9066960700000001,9.84645532264671,0.016112159999999997,0.0,0.010000000000000009,3.0,false,false,false,1.0,,15.0,12.77982206231828,0.0,0.87047199,0.12600925264670906
2026,1,00-0041092,Taylen Green,QB,CLE,1,0.32996529045958223,0.21447743879872846,2.160101676210221,0.009955925728984063,0.008800501345993389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0153228372723586,0.9066960700000003,9.82907283727236,0.016112159999999997,0.0,0.010000000000000009,3.0,false,false,false,1.0,,15.0,7.478556797464978,0.0,0.87047199,0.10862676727235832
2026,1,00-0040981,Joe Fagnano,QB,BAL,1,0.184848204307833,0.12015133280009145,1.350923610181303,0.010032416319068935,0.004378537042206084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9921056055991159,0.9066960700000002,9.805855605599117,0.016112159999999997,0.0,0.006000000000000005,3.0,false,false,false,1.0,,15.0,8.207193010766717,0.0,0.87047199,0.08540953559911568
2026,1,00-0041123,Behren Morton,QB,NE,1,0.4682471388580548,0.3043606402577356,3.179576867002592,0.01646181702975982,0.012098788324640135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9200326577058089,0.7511998915559462,9.73378265770581,0.016112159999999997,0.0,0.015000000000000013,3.0,false,false,false,1.0,,15.0,5.968349732062842,0.0,0.87047199,0.16883276614986267
